activity_id,molecule_chembl_id,assay_chembl_id,assay_description,assay_type,target_chembl_id,target_organism,standard_type,standard_relation,relation,IC50_nM,standard_units,pchembl_value,data_validity_comment,potential_duplicate,standard_flag,document_chembl_id,src_id,pIC50
148825,CHEMBL1790478,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,190.0,nM,6.72,,0,1,CHEMBL1129318,1,6.721246399047171
149953,CHEMBL66032,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,11.0,nM,7.96,,0,1,CHEMBL1129318,1,7.958607314841775
149954,CHEMBL63726,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,95.0,nM,7.02,,0,1,CHEMBL1129318,1,7.022276394711152
153638,CHEMBL303131,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,17000.0,nM,4.77,,0,1,CHEMBL1129318,1,4.769551078621726
154815,CHEMBL292342,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,250.0,nM,6.6,,0,1,CHEMBL1129318,1,6.6020599913279625
158513,CHEMBL63698,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,44.0,nM,7.36,,0,1,CHEMBL1129318,1,7.356547323513812
158514,CHEMBL291428,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,63.0,nM,7.2,,0,1,CHEMBL1129318,1,7.200659450546418
159693,CHEMBL66189,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,30000.0,nM,4.52,,0,1,CHEMBL1129318,1,4.522878745280337
165758,CHEMBL1790483,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,25.0,nM,7.6,,0,1,CHEMBL1129318,1,7.6020599913279625
168408,CHEMBL67279,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,26.0,nM,7.58,,0,1,CHEMBL1129318,1,7.585026652029182
168411,CHEMBL63860,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,15.0,nM,7.82,,0,1,CHEMBL1129318,1,7.823908740944319
172023,CHEMBL67089,CHEMBL665783,In vitro for inhibition of Dipeptidylpeptidase IV.,B,CHEMBL284,Homo sapiens,IC50,=,=,16000.0,nM,4.8,,0,1,CHEMBL1129318,1,4.795880017344075
