activity_id,molecule_chembl_id,assay_chembl_id,assay_description,assay_type,target_chembl_id,target_organism,standard_type,standard_relation,relation,IC50_nM,standard_units,pchembl_value,data_validity_comment,potential_duplicate,standard_flag,document_chembl_id,src_id,pIC50
1722852,CHEMBL210621,CHEMBL866326,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,150.0,nM,6.82,,0,1,CHEMBL1148642,1,6.823908740944319
1722853,CHEMBL209111,CHEMBL866326,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,8.6,nM,8.07,,0,1,CHEMBL1148642,1,8.065501548756432
1722854,CHEMBL209710,CHEMBL866326,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,22.0,nM,7.66,,0,1,CHEMBL1148642,1,7.657577319177793
1722855,CHEMBL379702,CHEMBL866326,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,13.0,nM,7.89,,0,1,CHEMBL1148642,1,7.886056647693163
1722856,CHEMBL210459,CHEMBL866326,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,8.0,nM,8.1,,0,1,CHEMBL1148642,1,8.096910013008056
1722857,CHEMBL210999,CHEMBL866326,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,5.3,nM,8.28,,0,1,CHEMBL1148642,1,8.275724130399212
1722858,CHEMBL377221,CHEMBL866326,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,4.3,nM,8.37,,0,1,CHEMBL1148642,1,8.366531544420413
1722859,CHEMBL207348,CHEMBL866326,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,4.1,nM,8.39,,0,1,CHEMBL1148642,1,8.387216143280265
1722860,CHEMBL378673,CHEMBL866326,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,13.0,nM,7.89,,0,1,CHEMBL1148642,1,7.886056647693163
1722861,CHEMBL209162,CHEMBL866326,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,8.0,nM,8.1,,0,1,CHEMBL1148642,1,8.096910013008056
1722863,CHEMBL208957,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,57.0,nM,7.24,,0,1,CHEMBL1148642,1,7.2441251443275085
1722864,CHEMBL210829,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,34.0,nM,7.47,,0,1,CHEMBL1148642,1,7.468521082957745
1722865,CHEMBL537869,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,55.0,nM,7.26,,0,1,CHEMBL1148642,1,7.259637310505756
1722866,CHEMBL209064,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,71.0,nM,7.15,,0,1,CHEMBL1148642,1,7.1487416512809245
1722867,CHEMBL378048,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,63.0,nM,7.2,,0,1,CHEMBL1148642,1,7.200659450546418
1722868,CHEMBL210974,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,41.0,nM,7.39,,0,1,CHEMBL1148642,1,7.3872161432802645
1722869,CHEMBL210621,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,640.0,nM,6.19,,0,1,CHEMBL1148642,1,6.1938200260161125
1722870,CHEMBL209111,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,61.0,nM,7.21,,0,1,CHEMBL1148642,1,7.214670164989233
1722871,CHEMBL209710,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,223.0,nM,6.65,,0,1,CHEMBL1148642,1,6.651695136951839
1722872,CHEMBL379702,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,177.0,nM,6.75,,0,1,CHEMBL1148642,1,6.752026733638194
1722873,CHEMBL210459,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,53.0,nM,7.28,,0,1,CHEMBL1148642,1,7.275724130399211
1722874,CHEMBL210999,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,35.0,nM,7.46,,0,1,CHEMBL1148642,1,7.455931955649724
1722875,CHEMBL377221,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,44.0,nM,7.36,,0,1,CHEMBL1148642,1,7.356547323513812
1722876,CHEMBL207348,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,16.0,nM,7.8,,0,1,CHEMBL1148642,1,7.795880017344075
1722877,CHEMBL378673,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,133.0,nM,6.88,,0,1,CHEMBL1148642,1,6.876148359032914
1722878,CHEMBL209162,CHEMBL866327,Inhibition of DPP4 in presence of 50% human serum,B,CHEMBL284,Homo sapiens,IC50,=,=,79.0,nM,7.1,,0,1,CHEMBL1148642,1,7.102372908709558
1727613,CHEMBL379261,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,109.0,nM,6.96,,0,1,CHEMBL1147816,1,6.962573502059376
1727617,CHEMBL210522,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,984.0,nM,6.01,,0,1,CHEMBL1147816,1,6.007004901568658
1727618,CHEMBL210995,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,1.7,nM,8.77,,0,1,CHEMBL1147816,1,8.769551078621726
1727619,CHEMBL427219,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,129.0,nM,6.89,,0,1,CHEMBL1147816,1,6.889410289700751
1727620,CHEMBL378086,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,228.0,nM,6.64,,0,1,CHEMBL1147816,1,6.642065152999546
1727621,CHEMBL210590,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,245.0,nM,6.61,,0,1,CHEMBL1147816,1,6.610833915635467
1727622,CHEMBL210353,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,84.0,nM,7.08,,0,1,CHEMBL1147816,1,7.075720713938118
1727624,CHEMBL210941,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,2587.0,nM,5.59,,0,1,CHEMBL1147816,1,5.587203571283457
1727625,CHEMBL210920,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,1957.0,nM,5.71,,0,1,CHEMBL1147816,1,5.708409174341998
1727626,CHEMBL380240,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,4130.0,nM,5.38,,0,1,CHEMBL1147816,1,5.384049948343598
1727627,CHEMBL377776,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,144.0,nM,6.84,,0,1,CHEMBL1147816,1,6.84163750790475
1727628,CHEMBL209981,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,72.0,nM,7.14,,0,1,CHEMBL1147816,1,7.142667503568731
1727629,CHEMBL210718,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,73.0,nM,7.14,,0,1,CHEMBL1147816,1,7.136677139879544
1727630,CHEMBL208964,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,50.0,nM,7.3,,0,1,CHEMBL1147816,1,7.301029995663981
1727631,CHEMBL210225,CHEMBL859770,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,73.0,nM,7.14,,0,1,CHEMBL1147816,1,7.136677139879544
1792418,CHEMBL216253,CHEMBL907097,Inhibition of h-DPPIV,B,CHEMBL284,Homo sapiens,IC50,=,=,4.0,nM,8.4,,0,1,CHEMBL1137273,1,8.397940008672037
1792470,CHEMBL1422,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,18.0,nM,7.75,,0,1,CHEMBL1137590,1,7.7447274948966935
1792471,CHEMBL216186,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,27.0,nM,7.57,,0,1,CHEMBL1137590,1,7.568636235841012
1792472,CHEMBL217051,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,7.2,nM,8.14,,0,1,CHEMBL1137590,1,8.142667503568731
1792473,CHEMBL384816,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,160.0,nM,6.8,,0,1,CHEMBL1137590,1,6.795880017344075
1792474,CHEMBL217015,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,89.0,nM,7.05,,0,1,CHEMBL1137590,1,7.050609993355087
1792475,CHEMBL217016,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,14.0,nM,7.85,,0,1,CHEMBL1137590,1,7.853871964321762
1792476,CHEMBL385711,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,6.6,nM,8.18,,0,1,CHEMBL1137590,1,8.18045606445813
1792477,CHEMBL217005,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,150.0,nM,6.82,,0,1,CHEMBL1137590,1,6.823908740944319
1792478,CHEMBL216234,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,2300.0,nM,5.64,,0,1,CHEMBL1137590,1,5.638272163982407
1792479,CHEMBL384382,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,67000.0,nM,4.17,,0,1,CHEMBL1137590,1,4.173925197299174
1792480,CHEMBL216643,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,140.0,nM,6.85,,0,1,CHEMBL1137590,1,6.853871964321762
1792481,CHEMBL218459,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,16.0,nM,7.8,,0,1,CHEMBL1137590,1,7.795880017344075
1792482,CHEMBL386380,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,0.91,nM,9.04,,0,1,CHEMBL1137590,1,9.040958607678906
1792483,CHEMBL216178,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,0.49,nM,9.31,,0,1,CHEMBL1137590,1,9.309803919971486
1792484,CHEMBL217702,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,0.29,nM,9.54,,0,1,CHEMBL1137590,1,9.537602002101044
1792485,CHEMBL217271,CHEMBL907105,In vitro inhibition of human DPP-4 activity,B,CHEMBL284,Homo sapiens,IC50,=,=,2.6,nM,8.59,,0,1,CHEMBL1137590,1,8.585026652029182
1792887,CHEMBL216383,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,207.0,nM,6.68,,0,1,CHEMBL1137592,1,6.684029654543082
1792888,CHEMBL385637,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,197.0,nM,6.71,,0,1,CHEMBL1137592,1,6.7055337738384075
1792889,CHEMBL384985,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,253.0,nM,6.6,,0,1,CHEMBL1137592,1,6.596879478824182
1792890,CHEMBL386326,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,225.0,nM,6.65,,0,1,CHEMBL1137592,1,6.647817481888637
1792891,CHEMBL385394,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,174.0,nM,6.76,,0,1,CHEMBL1137592,1,6.7594507517174005
1792892,CHEMBL217198,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,116.0,nM,6.94,,0,1,CHEMBL1137592,1,6.935542010773082
1792893,CHEMBL217059,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,127.0,nM,6.9,,0,1,CHEMBL1137592,1,6.896196279044043
1792894,CHEMBL217060,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,269.0,nM,6.57,,0,1,CHEMBL1137592,1,6.570247719997592
1792896,CHEMBL216377,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,239.0,nM,6.62,,0,1,CHEMBL1137592,1,6.621602099051863
1792897,CHEMBL216453,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,190.0,nM,6.72,,0,1,CHEMBL1137592,1,6.721246399047171
1792898,CHEMBL216296,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,433.0,nM,6.36,,0,1,CHEMBL1137592,1,6.363512103646634
1792901,CHEMBL216203,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,911.0,nM,6.04,,0,1,CHEMBL1137592,1,6.040481623027002
1792902,CHEMBL217245,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,42.0,nM,7.38,,0,1,CHEMBL1137592,1,7.376750709602099
1792904,CHEMBL274770,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,144.0,nM,6.84,,0,1,CHEMBL1137592,1,6.84163750790475
1792905,CHEMBL217212,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,1300.0,nM,5.89,,0,1,CHEMBL1137592,1,5.886056647693163
1792906,CHEMBL217339,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,252.0,nM,6.6,,0,1,CHEMBL1137592,1,6.598599459218455
1792907,CHEMBL274103,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,236.0,nM,6.63,,0,1,CHEMBL1137592,1,6.627087997029893
1792908,CHEMBL384493,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,247.0,nM,6.61,,0,1,CHEMBL1137592,1,6.607303046740334
1792909,CHEMBL216878,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,320.0,nM,6.5,,0,1,CHEMBL1137592,1,6.494850021680094
1792910,CHEMBL217290,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,232.0,nM,6.63,,0,1,CHEMBL1137592,1,6.634512015109101
1792911,CHEMBL218393,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,181.0,nM,6.74,,0,1,CHEMBL1137592,1,6.7423214251308154
1792912,CHEMBL218026,CHEMBL908237,In vitro inhibition of DPP-4,B,CHEMBL284,Homo sapiens,IC50,=,=,118.0,nM,6.93,,0,1,CHEMBL1137592,1,6.928117992693874
1793031,CHEMBL218289,CHEMBL908251,Inhibition of DPP-IV,B,CHEMBL284,Homo sapiens,IC50,=,=,84.0,nM,7.08,,0,1,CHEMBL1137594,1,7.075720713938118
1793032,CHEMBL217388,CHEMBL908251,Inhibition of DPP-IV,B,CHEMBL284,Homo sapiens,IC50,=,=,280.0,nM,6.55,,0,1,CHEMBL1137594,1,6.552841968657781
1793033,CHEMBL217017,CHEMBL908251,Inhibition of DPP-IV,B,CHEMBL284,Homo sapiens,IC50,=,=,39.0,nM,7.41,,0,1,CHEMBL1137594,1,7.4089353929735005
1793034,CHEMBL217532,CHEMBL908251,Inhibition of DPP-IV,B,CHEMBL284,Homo sapiens,IC50,=,=,3800.0,nM,5.42,,0,1,CHEMBL1137594,1,5.42021640338319
1793035,CHEMBL217801,CHEMBL908251,Inhibition of DPP-IV,B,CHEMBL284,Homo sapiens,IC50,=,=,820.0,nM,6.09,,0,1,CHEMBL1137594,1,6.086186147616283
1793036,CHEMBL386895,CHEMBL908251,Inhibition of DPP-IV,B,CHEMBL284,Homo sapiens,IC50,=,=,21000.0,nM,4.68,,0,1,CHEMBL1137594,1,4.6777807052660805
1793037,CHEMBL554090,CHEMBL908251,Inhibition of DPP-IV,B,CHEMBL284,Homo sapiens,IC50,=,=,110.0,nM,6.96,,0,1,CHEMBL1137594,1,6.958607314841775
1793038,CHEMBL553006,CHEMBL908251,Inhibition of DPP-IV,B,CHEMBL284,Homo sapiens,IC50,=,=,340.0,nM,6.47,,0,1,CHEMBL1137594,1,6.468521082957745
1793039,CHEMBL541664,CHEMBL908251,Inhibition of DPP-IV,B,CHEMBL284,Homo sapiens,IC50,=,=,5.0,nM,8.3,,0,1,CHEMBL1137594,1,8.301029995663981
1793258,CHEMBL216854,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,19700.0,nM,4.71,,0,1,CHEMBL1137276,1,4.705533773838407
1793260,CHEMBL374936,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,122.0,nM,6.91,,0,1,CHEMBL1137276,1,6.913640169325252
1793261,CHEMBL219602,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,190.0,nM,6.72,,0,1,CHEMBL1137276,1,6.721246399047171
1793262,CHEMBL218882,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,330.0,nM,6.48,,0,1,CHEMBL1137276,1,6.481486060122112
1793263,CHEMBL220301,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,1610.0,nM,5.79,,0,1,CHEMBL1137276,1,5.79317412396815
1793264,CHEMBL220249,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,1790.0,nM,5.75,,0,1,CHEMBL1137276,1,5.747146969020107
1793265,CHEMBL220021,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,3820.0,nM,5.42,,0,1,CHEMBL1137276,1,5.417936637088291
1793266,CHEMBL375875,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,15600.0,nM,4.81,,0,1,CHEMBL1137276,1,4.806875401645539
1793267,CHEMBL375414,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,990.0,nM,6.0,,0,1,CHEMBL1137276,1,6.00436480540245
1793268,CHEMBL219370,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,4820.0,nM,5.32,,0,1,CHEMBL1137276,1,5.31695296176115
1793269,CHEMBL219369,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,4790.0,nM,5.32,,0,1,CHEMBL1137276,1,5.319664486585436
1793270,CHEMBL426335,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,12400.0,nM,4.91,,0,1,CHEMBL1137276,1,4.906578314837765
1793271,CHEMBL216774,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,1820.0,nM,5.74,,0,1,CHEMBL1137276,1,5.739928612014925
1793284,CHEMBL219278,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,43.0,nM,7.37,,0,1,CHEMBL1137276,1,7.366531544420413
1793285,CHEMBL216835,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,17.0,nM,7.77,,0,1,CHEMBL1137276,1,7.769551078621726
1793286,CHEMBL386812,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,8.0,nM,8.1,,0,1,CHEMBL1137276,1,8.096910013008056
1793287,CHEMBL216855,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,830.0,nM,6.08,,0,1,CHEMBL1137276,1,6.080921907623926
1793288,CHEMBL374703,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,160.0,nM,6.8,,0,1,CHEMBL1137276,1,6.795880017344075
1793289,CHEMBL438992,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,200.0,nM,6.7,,0,1,CHEMBL1137276,1,6.698970004336019
1793290,CHEMBL374032,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,4590.0,nM,5.34,,0,1,CHEMBL1137276,1,5.338187314462739
1793291,CHEMBL219382,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,7360.0,nM,5.13,,0,1,CHEMBL1137276,1,5.133122185662501
1793292,CHEMBL218911,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,520.0,nM,6.28,,0,1,CHEMBL1137276,1,6.2839966563652006
1793302,CHEMBL375146,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,19.0,nM,7.72,,0,1,CHEMBL1137276,1,7.721246399047171
1793303,CHEMBL218776,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,19.0,nM,7.72,,0,1,CHEMBL1137276,1,7.721246399047171
1793304,CHEMBL387333,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,19.0,nM,7.72,,0,1,CHEMBL1137276,1,7.721246399047171
1793305,CHEMBL218306,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,3050.0,nM,5.52,,0,1,CHEMBL1137276,1,5.515700160653214
1793306,CHEMBL218254,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,1830.0,nM,5.74,,0,1,CHEMBL1137276,1,5.73754891026957
1793307,CHEMBL220404,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,1210.0,nM,5.92,,0,1,CHEMBL1137276,1,5.917214629683549
1793308,CHEMBL220402,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,560.0,nM,6.25,,0,1,CHEMBL1137276,1,6.251811972993799
1793316,CHEMBL375745,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,19.0,nM,7.72,,0,1,CHEMBL1137276,1,7.721246399047171
1793317,CHEMBL219434,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,31.0,nM,7.51,,0,1,CHEMBL1137276,1,7.508638306165727
1793318,CHEMBL375442,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,52.0,nM,7.28,,0,1,CHEMBL1137276,1,7.2839966563652006
1793319,CHEMBL220357,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,70.0,nM,7.16,,0,1,CHEMBL1137276,1,7.154901959985743
1793320,CHEMBL219371,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,13.0,nM,7.89,,0,1,CHEMBL1137276,1,7.886056647693163
1793321,CHEMBL376498,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,13.0,nM,7.89,,0,1,CHEMBL1137276,1,7.886056647693163
1793322,CHEMBL435320,CHEMBL856512,Inhibition of DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,40.0,nM,7.4,,0,1,CHEMBL1137276,1,7.3979400086720375
1855500,CHEMBL223114,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,147.0,nM,6.83,,0,1,CHEMBL1144573,1,6.8326826652518236
1855501,CHEMBL223916,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,6.5,nM,8.19,,0,1,CHEMBL1144573,1,8.187086643357144
1855502,CHEMBL223915,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,45.4,nM,7.34,,0,1,CHEMBL1144573,1,7.342944147142896
1855503,CHEMBL390512,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,7.0,nM,8.15,,0,1,CHEMBL1144573,1,8.154901959985743
1855504,CHEMBL223914,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,5.8,nM,8.24,,0,1,CHEMBL1144573,1,8.236572006437063
1855505,CHEMBL411561,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,51.5,nM,7.29,,0,1,CHEMBL1144573,1,7.288192770958809
1855506,CHEMBL388111,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,4.8,nM,8.32,,0,1,CHEMBL1144573,1,8.318758762624412
1855507,CHEMBL224346,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,19.2,nM,7.72,,0,1,CHEMBL1144573,1,7.71669877129645
1855508,CHEMBL225493,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,7.9,nM,8.1,,0,1,CHEMBL1144573,1,8.102372908709558
1855509,CHEMBL389244,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,11.0,nM,7.96,,0,1,CHEMBL1144573,1,7.958607314841775
1855510,CHEMBL223865,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,112.0,nM,6.95,,0,1,CHEMBL1144573,1,6.950781977329818
1855511,CHEMBL227615,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,26.4,nM,7.58,,0,1,CHEMBL1144573,1,7.578396073130169
1855512,CHEMBL228032,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,228.0,nM,6.64,,0,1,CHEMBL1144573,1,6.642065152999546
1855513,CHEMBL226771,CHEMBL915599,Inhibition of DPP4 in human plasma by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,17.0,nM,7.77,,0,1,CHEMBL1144573,1,7.769551078621726
