activity_id,molecule_chembl_id,assay_chembl_id,assay_description,assay_type,target_chembl_id,target_organism,standard_type,standard_relation,relation,IC50_nM,standard_units,pchembl_value,data_validity_comment,potential_duplicate,standard_flag,document_chembl_id,src_id,pIC50,pref_name,canonical_smiles,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,has_multiple_fragments_raw,parent_smiles,has_multiple_fragments_parent
846341,CHEMBL3084821,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,14.0,nM,7.85,,0,1,CHEMBL1145816,1,7.853871964321762,,N#C[C@@H]1CCCN1C(=O)CN[C@H]1CC[C@H](Oc2ccc(Cl)cc2)CC1,361.87,3.13,4.0,1.0,65.36,5.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CN[C@H]1CC[C@H](Oc2ccc(Cl)cc2)CC1,False
847450,CHEMBL92710,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,256.0,nM,6.59,,0,1,CHEMBL1145816,1,6.59176003468815,,CCC(CO)NCC(=O)N1CCC[C@H]1C#N,225.29,-0.14,4.0,2.0,76.36,5.0,0.0,False,CCC(CO)NCC(=O)N1CCC[C@H]1C#N,False
847451,CHEMBL3084817,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,64.0,nM,7.19,,0,1,CHEMBL1145816,1,7.1938200260161125,,N#C[C@@H]1CCCN1C(=O)CN[C@]12C[C@H]3C[C@@H](C1)C[C@](OC(=O)NC1CCCCC1)(C3)C2,428.58,3.24,5.0,2.0,94.46,5.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CN[C@]12C[C@H]3C[C@@H](C1)C[C@](OC(=O)NC1CCCCC1)(C3)C2,False
848675,CHEMBL94312,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,80.0,nM,7.1,,0,1,CHEMBL1145816,1,7.096910013008056,,N#C[C@@H]1CCCN1C(=O)CNC1CCC1,207.28,0.64,3.0,1.0,56.13,3.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNC1CCC1,False
848676,CHEMBL319080,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,3.0,nM,8.52,,0,1,CHEMBL1145816,1,8.522878745280337,,N#C[C@@H]1CCCN1C(=O)CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,287.41,2.06,3.0,1.0,56.13,3.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3,False
848677,CHEMBL3084824,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,149.0,nM,6.83,,0,1,CHEMBL1145816,1,6.826813731587726,,COc1ccc(NC(=O)O[C@@]23C[C@@H]4C[C@@H](C[C@](NCC(=O)N5CCC[C@H]5C#N)(C4)C2)C3)cc1,452.56,3.44,6.0,2.0,103.69,6.0,0.0,False,COc1ccc(NC(=O)O[C@@]23C[C@@H]4C[C@@H](C[C@](NCC(=O)N5CCC[C@H]5C#N)(C4)C2)C3)cc1,False
848678,CHEMBL3084818,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,183.0,nM,6.74,,0,1,CHEMBL1145816,1,6.73754891026957,,CC(C)N(C(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@](NCC(=O)N4CCC[C@H]4C#N)(C3)C1)C2)C(C)C,430.59,3.44,5.0,1.0,85.67,6.0,0.0,False,CC(C)N(C(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@](NCC(=O)N4CCC[C@H]4C#N)(C3)C1)C2)C(C)C,False
849806,CHEMBL330426,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,296.0,nM,6.53,,0,1,CHEMBL1145816,1,6.528708288941061,,N#C[C@@H]1CCCN1C(=O)CNC1CCN(c2ccc(C(F)(F)F)cn2)CC1,381.4,2.17,5.0,1.0,72.26,4.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNC1CCN(c2ccc(C(F)(F)F)cn2)CC1,False
850959,CHEMBL96890,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,491.0,nM,6.31,,0,1,CHEMBL1145816,1,6.308918507877031,,N#C[C@@H]1CCCN1C(=O)CNCCCc1ccccc1,271.36,1.72,3.0,1.0,56.13,6.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNCCCc1ccccc1,False
850960,CHEMBL323130,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,63.0,nM,7.2,,0,1,CHEMBL1145816,1,7.200659450546418,,N#C[C@@H]1CCCN1C(=O)CNC1CCCCCC1,249.36,1.81,3.0,1.0,56.13,3.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNC1CCCCCC1,False
850961,CHEMBL3084811,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,3.5,nM,8.46,,0,1,CHEMBL1145816,1,8.455931955649724,,N#C[C@@H]1CCCN1C(=O)CN[C@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,303.41,1.17,4.0,2.0,76.36,3.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CN[C@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,False
850963,CHEMBL3084811,CHEMBL664924,Inhibitory activity against Dipeptidyl peptidase IV (DPP-IV) obtained from human plasma,B,CHEMBL284,Homo sapiens,IC50,=,=,2.7,nM,8.57,,0,1,CHEMBL1145816,1,8.568636235841012,,N#C[C@@H]1CCCN1C(=O)CN[C@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,303.41,1.17,4.0,2.0,76.36,3.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CN[C@]12C[C@@H]3C[C@@H](C[C@@](O)(C3)C1)C2,False
852081,CHEMBL93034,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,7000.0,nM,5.16,,0,1,CHEMBL1145816,1,5.154901959985743,,O=C(CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N1CCCC1,262.4,2.17,2.0,1.0,32.34,3.0,0.0,False,O=C(CNC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)N1CCCC1,False
853114,CHEMBL330326,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,398.0,nM,6.4,,0,1,CHEMBL1145816,1,6.400116927926312,,CCC(CC)NCC(=O)N1CCC[C@H]1C#N,223.32,1.28,3.0,1.0,56.13,5.0,0.0,False,CCC(CC)NCC(=O)N1CCC[C@H]1C#N,False
853115,CHEMBL96908,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,24.0,nM,7.62,,0,1,CHEMBL1145816,1,7.619788758288394,,CC(C)(Cc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,285.39,2.11,3.0,1.0,56.13,5.0,0.0,False,CC(C)(Cc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,False
853116,CHEMBL327166,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,29.0,nM,7.54,,0,1,CHEMBL1145816,1,7.537602002101044,,CC(C)(CNc1ccc(C#N)cn1)NCC(=O)N1CCC[C@H]1C#N,326.4,1.25,6.0,2.0,104.84,6.0,0.0,False,CC(C)(CNc1ccc(C#N)cn1)NCC(=O)N1CCC[C@H]1C#N,False
854332,CHEMBL96459,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,16.0,nM,7.8,,0,1,CHEMBL1145816,1,7.795880017344075,,CC1C(NCC(=O)N2CCC[C@H]2C#N)CC2CC1C2(C)C,289.42,2.16,3.0,1.0,56.13,3.0,0.0,False,CC1C(NCC(=O)N2CCC[C@H]2C#N)CC2CC1C2(C)C,False
856538,CHEMBL330717,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,83.0,nM,7.08,,0,1,CHEMBL1145816,1,7.080921907623926,,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc(C(F)(F)F)cn1,341.34,1.62,5.0,2.0,81.05,6.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccc(C(F)(F)F)cn1,False
856539,CHEMBL431425,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,64.0,nM,7.19,,0,1,CHEMBL1145816,1,7.1938200260161125,,N#C[C@@H]1CCCN1C(=O)CNC1CCCCC1,235.33,1.42,3.0,1.0,56.13,3.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNC1CCCCC1,False
856540,CHEMBL96080,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,612.0,nM,6.21,,0,1,CHEMBL1145816,1,6.213248577854438,,N#C[C@@H]1CCCN1C(=O)CNC1CC1,193.25,0.25,3.0,1.0,56.13,3.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNC1CC1,False
856541,CHEMBL317787,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,261.0,nM,6.58,,0,1,CHEMBL1145816,1,6.583359492661719,,CCCCNCC(=O)N1CCC[C@H]1C#N,209.29,0.89,3.0,1.0,56.13,5.0,0.0,False,CCCCNCC(=O)N1CCC[C@H]1C#N,False
856542,CHEMBL94647,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,466.0,nM,6.33,,0,1,CHEMBL1145816,1,6.33161408331,,CC(C)(C)CCNCC(=O)N1CCC[C@H]1C#N,237.35,1.53,3.0,1.0,56.13,4.0,0.0,False,CC(C)(C)CCNCC(=O)N1CCC[C@H]1C#N,False
856543,CHEMBL323129,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,218.0,nM,6.66,,0,1,CHEMBL1145816,1,6.661543506395395,,CC(C)(N)C(O)NCC(=O)N1CCC[C@H]1C#N,240.31,-0.85,5.0,3.0,102.38,4.0,0.0,False,CC(C)(N)C(O)NCC(=O)N1CCC[C@H]1C#N,False
857650,CHEMBL322903,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,1170.0,nM,5.93,,0,1,CHEMBL1145816,1,5.931814138253838,,N#Cc1ccc(NCCNCC(=O)N2CCC[C@@H]2C#N)nc1,298.35,0.47,6.0,2.0,104.84,6.0,0.0,False,N#Cc1ccc(NCCNCC(=O)N2CCC[C@@H]2C#N)nc1,False
858931,CHEMBL3084823,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,62.0,nM,7.21,,0,1,CHEMBL1145816,1,7.207608310501746,,N#C[C@@H]1CCCN1C(=O)CN[C@]12C[C@H]3C[C@@H](C1)C[C@](OC(=O)Nc1ccccc1)(C3)C2,422.53,3.43,5.0,2.0,94.46,5.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CN[C@]12C[C@H]3C[C@@H](C1)C[C@](OC(=O)Nc1ccccc1)(C3)C2,False
860082,CHEMBL3084815,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,5.0,nM,8.3,,0,1,CHEMBL1145816,1,8.301029995663981,,N#Cc1ccc(N[C@H]2CC[C@H](NCC(=O)N3CCC[C@H]3C#N)CC2)nc1,352.44,1.78,6.0,2.0,104.84,5.0,0.0,False,N#Cc1ccc(N[C@H]2CC[C@H](NCC(=O)N3CCC[C@H]3C#N)CC2)nc1,False
860085,CHEMBL3084825,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,22.0,nM,7.66,,0,1,CHEMBL1145816,1,7.657577319177793,,CC(C)(C)NC(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@](NCC(=O)N4CCC[C@H]4C#N)(C3)C1)C2,402.54,2.71,5.0,2.0,94.46,4.0,0.0,False,CC(C)(C)NC(=O)O[C@@]12C[C@@H]3C[C@@H](C[C@](NCC(=O)N4CCC[C@H]4C#N)(C3)C1)C2,False
861103,CHEMBL92711,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,33.0,nM,7.48,,0,1,CHEMBL1145816,1,7.481486060122112,,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccccn1,273.34,0.6,5.0,2.0,81.05,6.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNCCNc1ccccn1,False
861104,CHEMBL96183,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,3000.0,nM,5.52,,0,1,CHEMBL1145816,1,5.522878745280337,,O=C(CNCCNc1ccc([N+](=O)[O-])cn1)N1CCSC1,311.37,0.52,7.0,2.0,100.4,7.0,0.0,False,O=C(CNCCNc1ccc([N+](=O)[O-])cn1)N1CCSC1,False
861105,CHEMBL95089,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,54.0,nM,7.27,,0,1,CHEMBL1145816,1,7.267606240177031,,N#C[C@@H]1CCCN1C(=O)CNC1CCCC1,221.3,1.03,3.0,1.0,56.13,3.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNC1CCCC1,False
861106,CHEMBL94630,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,123.0,nM,6.91,,0,1,CHEMBL1145816,1,6.910094888560602,,CC(C)(C)CC(C)(C)NCC(=O)N1CCC[C@H]1C#N,265.4,2.31,3.0,1.0,56.13,4.0,0.0,False,CC(C)(C)CC(C)(C)NCC(=O)N1CCC[C@H]1C#N,False
862264,CHEMBL318775,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,102.0,nM,6.99,,0,1,CHEMBL1145816,1,6.991399828238082,,N#Cc1ccc(NCCCNCC(=O)N2CCC[C@H]2C#N)nc1,312.38,0.86,6.0,2.0,104.84,7.0,0.0,False,N#Cc1ccc(NCCCNCC(=O)N2CCC[C@H]2C#N)nc1,False
862265,CHEMBL321724,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,1540.0,nM,5.81,,0,1,CHEMBL1145816,1,5.8124792791635365,,N#Cc1ccc(NCCN2CC(=O)N3CCC[C@H]3C2=N)nc1,298.35,0.65,5.0,2.0,96.11,4.0,0.0,False,N#Cc1ccc(NCCN2CC(=O)N3CCC[C@H]3C2=N)nc1,False
862266,CHEMBL96577,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,436.0,nM,6.36,,0,1,CHEMBL1145816,1,6.360513510731414,,N#C[C@@H]1CCCN1C(=O)CNCc1cccc2ccccc12,293.37,2.44,3.0,1.0,56.13,4.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNCc1cccc2ccccc12,False
863470,CHEMBL96814,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,7400.0,nM,5.13,,0,1,CHEMBL1145816,1,5.130768280269024,,O=C(CNCCNc1ccc([N+](=O)[O-])cn1)N1CCCC1,293.33,0.61,6.0,2.0,100.4,7.0,0.0,False,O=C(CNCCNc1ccc([N+](=O)[O-])cn1)N1CCCC1,False
863471,CHEMBL320143,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,475.0,nM,6.32,,0,1,CHEMBL1145816,1,6.323306390375134,,CCCNCC(=O)N1CCC[C@H]1C#N,195.27,0.5,3.0,1.0,56.13,4.0,0.0,False,CCCNCC(=O)N1CCC[C@H]1C#N,False
864833,CHEMBL96937,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,35.0,nM,7.46,,0,1,CHEMBL1145816,1,7.455931955649724,,CC(C)(C)NCC(=O)N1CCC[C@H]1C#N,209.29,0.89,3.0,1.0,56.13,2.0,0.0,False,CC(C)(C)NCC(=O)N1CCC[C@H]1C#N,False
864835,CHEMBL3084812,CHEMBL664029,Inhibition of human dipeptidyl peptidase IV (DPP IV) obtained from human colonic carcinoma cells,B,CHEMBL284,Homo sapiens,IC50,=,=,7.0,nM,8.15,,0,1,CHEMBL1145816,1,8.154901959985743,,CC[C@@]12C[C@H]3C[C@@H](C1)C[C@@](NCC(=O)N1CCC[C@H]1C#N)(C3)C2,315.46,2.84,3.0,1.0,56.13,4.0,0.0,False,CC[C@@]12C[C@H]3C[C@@H](C1)C[C@@](NCC(=O)N1CCC[C@H]1C#N)(C3)C2,False
953956,CHEMBL99506,CHEMBL666619,Inhibition of human Dipeptidylpeptidase IV (DPP IV),B,CHEMBL284,Homo sapiens,IC50,=,=,70000.0,nM,4.16,,0,1,CHEMBL1148463,1,4.154901959985743,,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CCC(F)CC1,327.83,2.11,3.0,2.0,58.36,6.0,0.0,False,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CCC(F)CC1,False
955310,CHEMBL319350,CHEMBL666619,Inhibition of human Dipeptidylpeptidase IV (DPP IV),B,CHEMBL284,Homo sapiens,IC50,=,=,13000.0,nM,4.89,,0,1,CHEMBL1148463,1,4.886056647693163,,N#CC1CCCCN1C(=O)[C@@H](N)CCNCc1ccc(Cl)cc1,334.85,2.05,4.0,2.0,82.15,6.0,0.0,False,N#CC1CCCCN1C(=O)[C@@H](N)CCNCc1ccc(Cl)cc1,False
962858,CHEMBL328197,CHEMBL666619,Inhibition of human Dipeptidylpeptidase IV (DPP IV),B,CHEMBL284,Homo sapiens,IC50,=,=,64000.0,nM,4.19,,0,1,CHEMBL1148463,1,4.1938200260161125,,N[C@@H](CCNC1CCNCC1)C(=O)N1CCCCC1,268.4,0.06,4.0,3.0,70.39,5.0,0.0,False,N[C@@H](CCNC1CCNCC1)C(=O)N1CCCCC1,False
966815,CHEMBL316487,CHEMBL666619,Inhibition of human Dipeptidylpeptidase IV (DPP IV),B,CHEMBL284,Homo sapiens,IC50,=,=,56000.0,nM,4.25,,0,1,CHEMBL1148463,1,4.251811972993799,,N[C@@H](CCNc1ncccc1[N+](=O)[O-])C(=O)N1CCCCC1,307.35,1.13,6.0,2.0,114.39,6.0,0.0,False,N[C@@H](CCNc1ncccc1[N+](=O)[O-])C(=O)N1CCCCC1,False
979170,CHEMBL329314,CHEMBL666619,Inhibition of human Dipeptidylpeptidase IV (DPP IV),B,CHEMBL284,Homo sapiens,IC50,=,=,68000.0,nM,4.17,,0,1,CHEMBL1148463,1,4.167491087293763,,N#CC1CCCCN1C(=O)[C@@H](N)CCNCc1ccccc1,300.41,1.4,4.0,2.0,82.15,6.0,0.0,False,N#CC1CCCCN1C(=O)[C@@H](N)CCNCc1ccccc1,False
1171912,CHEMBL37260,CHEMBL664929,Inhibitory concentration against Dipeptidyl peptidase IV (DPP IV),B,CHEMBL284,Homo sapiens,IC50,=,=,5700.0,nM,5.24,,0,1,CHEMBL1131542,1,5.2441251443275085,,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,363.42,2.08,3.0,3.0,99.42,4.0,0.0,False,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,False
1174573,CHEMBL290598,CHEMBL664929,Inhibitory concentration against Dipeptidyl peptidase IV (DPP IV),B,CHEMBL284,Homo sapiens,IC50,=,=,7000.0,nM,5.16,,0,1,CHEMBL1131542,1,5.154901959985743,,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)O,492.53,1.43,5.0,5.0,165.82,9.0,0.0,False,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)O,False
1177340,CHEMBL432081,CHEMBL664929,Inhibitory concentration against Dipeptidyl peptidase IV (DPP IV),B,CHEMBL284,Homo sapiens,IC50,=,=,7900.0,nM,5.1,,0,1,CHEMBL1131542,1,5.102372908709558,,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](CO)C(=O)O,450.5,0.55,5.0,5.0,148.75,7.0,0.0,False,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1Cc2ccccc2C[C@H]1C(=O)N[C@@H](CO)C(=O)O,False
1403166,CHEMBL177980,CHEMBL832779,Inhibitory concentration against human Dipeptidylpeptidase IV,B,CHEMBL284,Homo sapiens,IC50,=,=,12000.0,nM,4.92,,0,1,CHEMBL1142720,1,4.920818753952375,,N#CC1CCC/C1=C(/F)CNC12CC3CC(CC(C3)C1)C2,288.41,4.09,2.0,1.0,35.82,3.0,0.0,False,N#CC1CCC/C1=C(/F)CNC12CC3CC(CC(C3)C1)C2,False
1403172,CHEMBL180514,CHEMBL832779,Inhibitory concentration against human Dipeptidylpeptidase IV,B,CHEMBL284,Homo sapiens,IC50,=,=,15000.0,nM,4.82,,0,1,CHEMBL1142720,1,4.823908740944319,,N#CC1CCC/C1=C(\F)CNC12CC3CC(CC(C3)C1)C2,288.41,4.09,2.0,1.0,35.82,3.0,0.0,False,N#CC1CCC/C1=C(\F)CNC12CC3CC(CC(C3)C1)C2,False
1403176,CHEMBL175034,CHEMBL832779,Inhibitory concentration against human Dipeptidylpeptidase IV,B,CHEMBL284,Homo sapiens,IC50,=,=,2130.0,nM,5.67,,0,1,CHEMBL1142720,1,5.671620396561263,,N#C[C@@H]1CCCC1C(=O)CNCCc1ccccc1,256.35,2.33,3.0,1.0,52.89,6.0,0.0,False,N#C[C@@H]1CCCC1C(=O)CNCCc1ccccc1,False
1403179,CHEMBL179771,CHEMBL832779,Inhibitory concentration against human Dipeptidylpeptidase IV,B,CHEMBL284,Homo sapiens,IC50,=,=,350.0,nM,6.46,,0,1,CHEMBL1142720,1,6.455931955649724,,N#C[C@@H]1CCCC1C(=O)CNC12CC3CC(CC(C3)C1)C2,286.42,3.05,3.0,1.0,52.89,4.0,0.0,False,N#C[C@@H]1CCCC1C(=O)CNC12CC3CC(CC(C3)C1)C2,False
1403181,CHEMBL179687,CHEMBL832779,Inhibitory concentration against human Dipeptidylpeptidase IV,B,CHEMBL284,Homo sapiens,IC50,=,=,3700.0,nM,5.43,,0,1,CHEMBL1142720,1,5.431798275933005,,N#C[C@@H]1CCCC1C(=O)CNCc1ccc(F)cc1,260.31,2.42,3.0,1.0,52.89,5.0,0.0,False,N#C[C@@H]1CCCC1C(=O)CNCc1ccc(F)cc1,False
1411934,CHEMBL537625,CHEMBL829504,In vitro inhibitory concentration was measured against dipeptidylpeptidase IV,B,CHEMBL284,Homo sapiens,IC50,=,=,455.0,nM,6.34,,0,1,CHEMBL1141929,1,6.341988603342887,,Cl.N[C@@H](CC(=O)N1CCn2cnnc2C1)Cc1ccc(F)c(F)c1,321.33,0.86,5.0,1.0,77.04,4.0,0.0,True,N[C@@H](CC(=O)N1CCn2cnnc2C1)Cc1ccc(F)c(F)c1,False
1411938,CHEMBL537844,CHEMBL829504,In vitro inhibitory concentration was measured against dipeptidylpeptidase IV,B,CHEMBL284,Homo sapiens,IC50,=,=,231.0,nM,6.64,,0,1,CHEMBL1141929,1,6.636388020107855,,CCc1nnc2n1CCN(C(=O)C[C@H](N)Cc1ccc(F)c(F)c1)C2.Cl,349.39,1.42,5.0,1.0,77.04,5.0,0.0,True,CCc1nnc2n1CCN(C(=O)C[C@H](N)Cc1ccc(F)c(F)c1)C2,False
1412054,CHEMBL558196,CHEMBL829504,In vitro inhibitory concentration was measured against dipeptidylpeptidase IV,B,CHEMBL284,Homo sapiens,IC50,=,=,128.0,nM,6.89,,0,1,CHEMBL1141929,1,6.892790030352131,,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)c(F)c1,389.33,1.88,5.0,1.0,77.04,4.0,0.0,True,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1ccc(F)c(F)c1,False
1412063,CHEMBL537400,CHEMBL829504,In vitro inhibitory concentration was measured against dipeptidylpeptidase IV,B,CHEMBL284,Homo sapiens,IC50,=,=,27.0,nM,7.57,,0,1,CHEMBL1141929,1,7.568636235841012,,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)ccc1F,389.33,1.88,5.0,1.0,77.04,4.0,0.0,True,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)ccc1F,False
1412072,CHEMBL539077,CHEMBL829504,In vitro inhibitory concentration was measured against dipeptidylpeptidase IV,B,CHEMBL284,Homo sapiens,IC50,=,=,18.0,nM,7.75,,0,1,CHEMBL1141929,1,7.7447274948966935,,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,407.32,2.02,5.0,1.0,77.04,4.0,0.0,True,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,False
