activity_id,molecule_chembl_id,assay_chembl_id,assay_description,assay_type,target_chembl_id,target_organism,standard_type,standard_relation,relation,IC50_nM,standard_units,pchembl_value,data_validity_comment,potential_duplicate,standard_flag,document_chembl_id,src_id,pIC50,pref_name,canonical_smiles,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,has_multiple_fragments_raw,parent_smiles,has_multiple_fragments_parent
12588808,CHEMBL1185242,CHEMBL3074800,Inhibition of dipeptidyl peptidase 4 (unknown origin),B,CHEMBL284,Homo sapiens,IC50,=,=,12.0,nM,7.92,,0,1,CHEMBL3046539,1,7.920818753952375,,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1,453.97,4.8,6.0,1.0,99.08,7.0,0.0,False,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1,False
12588809,CHEMBL1230015,CHEMBL3074800,Inhibition of dipeptidyl peptidase 4 (unknown origin),B,CHEMBL284,Homo sapiens,IC50,=,=,19.0,nM,7.72,,0,1,CHEMBL3046539,1,7.721246399047171,,CS(=O)(=O)c1ccc([C@H]2NO[C@H]([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)N2)c(F)c1,458.53,0.99,7.0,3.0,113.76,7.0,0.0,False,CS(=O)(=O)c1ccc([C@H]2NO[C@H]([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)N2)c(F)c1,False
12588810,CHEMBL2298396,CHEMBL3074800,Inhibition of dipeptidyl peptidase 4 (unknown origin),B,CHEMBL284,Homo sapiens,IC50,=,=,23.0,nM,7.64,,0,1,CHEMBL3046539,1,7.638272163982407,,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12C[C@H]3C[C@@H](C1)C[C@](O)(C3)C2,315.42,1.16,4.0,2.0,90.35,2.0,0.0,False,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12C[C@H]3C[C@@H](C1)C[C@](O)(C3)C2,False
12588814,CHEMBL1186902,CHEMBL3074800,Inhibition of dipeptidyl peptidase 4 (unknown origin),B,CHEMBL284,Homo sapiens,IC50,=,=,223.0,nM,6.65,,0,1,CHEMBL3046539,1,6.651695136951839,,N[C@@H](CC(=O)N1CCCN(C(=O)c2ccc(C(=O)O)cc2)CC1)Cc1cc(F)c(F)cc1F,463.46,2.44,4.0,2.0,103.94,6.0,0.0,False,N[C@@H](CC(=O)N1CCCN(C(=O)c2ccc(C(=O)O)cc2)CC1)Cc1cc(F)c(F)cc1F,False
12588816,CHEMBL1194345,CHEMBL3074800,Inhibition of dipeptidyl peptidase 4 (unknown origin),B,CHEMBL284,Homo sapiens,IC50,=,=,67.0,nM,7.17,,0,1,CHEMBL3046539,1,7.173925197299173,,N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,318.3,2.52,4.0,1.0,56.73,1.0,0.0,False,N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,False
12588817,CHEMBL1197118,CHEMBL3074800,Inhibition of dipeptidyl peptidase 4 (unknown origin),B,CHEMBL284,Homo sapiens,IC50,=,=,42.0,nM,7.38,,0,1,CHEMBL3046539,1,7.376750709602099,,CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1,395.41,2.52,5.0,1.0,77.98,2.0,0.0,False,CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1,False
12588820,CHEMBL1229820,CHEMBL3074800,Inhibition of dipeptidyl peptidase 4 (unknown origin),B,CHEMBL284,Homo sapiens,IC50,=,=,0.5,nM,9.3,,0,1,CHEMBL3046539,1,9.301029995663981,,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(CF)c3)CN1CC2,370.47,3.59,4.0,1.0,47.72,4.0,0.0,False,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(CF)c3)CN1CC2,False
12588821,CHEMBL226396,CHEMBL3074800,Inhibition of dipeptidyl peptidase 4 (unknown origin),B,CHEMBL284,Homo sapiens,IC50,=,=,5.0,nM,8.3,,0,1,CHEMBL3046539,1,8.301029995663981,6-CHLOROGUANINE,Nc1nc(Cl)c2nc[nH]c2n1,169.58,0.59,4.0,2.0,80.48,0.0,0.0,False,Nc1nc(Cl)c2nc[nH]c2n1,False
12588822,CHEMBL1236897,CHEMBL3074800,Inhibition of dipeptidyl peptidase 4 (unknown origin),B,CHEMBL284,Homo sapiens,IC50,=,=,2000.0,nM,5.7,,0,1,CHEMBL3046539,1,5.698970004336019,,OCCC(CCO)C(CO)(CO)CO,208.25,-1.67,5.0,5.0,101.15,8.0,0.0,False,OCCC(CCO)C(CO)(CO)CO,False
12588823,CHEMBL1233461,CHEMBL3074800,Inhibition of dipeptidyl peptidase 4 (unknown origin),B,CHEMBL284,Homo sapiens,IC50,=,=,7.0,nM,8.15,,0,1,CHEMBL3046539,1,8.154901959985743,,O=C(O)c1c(Cl)ccc(Cl)c1O,207.01,2.4,2.0,2.0,57.53,1.0,0.0,False,O=C(O)c1c(Cl)ccc(Cl)c1O,False
12667693,CHEMBL2333023,CHEMBL2346132,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate preincubated for 10 mins prior to substrate addition by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,1800.0,nM,5.75,,0,1,CHEMBL2331146,1,5.7447274948966935,,O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1cccnc1,277.09,,,,,,,False,O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1cccnc1,False
12667694,CHEMBL67279,CHEMBL2346132,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate preincubated for 10 mins prior to substrate addition by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,0.9,nM,9.05,,0,1,CHEMBL2331146,1,9.045757490560675,TALABOSTAT,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,214.07,,,,,,,False,CC(C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,False
12667696,CHEMBL2333025,CHEMBL2346132,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate preincubated for 10 mins prior to substrate addition by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,2800.0,nM,5.55,,0,1,CHEMBL2331146,1,5.552841968657781,,O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1ccncc1,277.09,,,,,,,False,O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1ccncc1,False
12667698,CHEMBL67089,CHEMBL2346132,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate preincubated for 10 mins prior to substrate addition by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,13.0,nM,7.89,,0,1,CHEMBL2331146,1,7.886056647693163,,NCC(=O)N1CCC[C@H]1B(O)O,171.99,,,,,,,False,NCC(=O)N1CCC[C@H]1B(O)O,False
12718706,CHEMBL2346919,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,211.9,nM,6.67,,0,1,CHEMBL2346603,1,6.673869043289205,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(C)c2c1=O,299.38,0.69,6.0,1.0,69.08,2.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(C)c2c1=O,False
12718718,CHEMBL2347039,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,1.55,nM,8.81,,0,1,CHEMBL2346603,1,8.809668301829708,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3nc(C)c4ccccc4n3)c2c1=O,441.54,2.45,8.0,1.0,94.86,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3nc(C)c4ccccc4n3)c2c1=O,False
12718719,CHEMBL2347038,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,15.5,nM,7.81,,0,1,CHEMBL2346603,1,7.809668301829708,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3nc4ccccc4nc3C)c2c1=O,441.54,2.45,8.0,1.0,94.86,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3nc4ccccc4nc3C)c2c1=O,False
12718720,CHEMBL2347037,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,5.93,nM,8.23,,0,1,CHEMBL2346603,1,8.226945306635738,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3cnc4ccccc4n3)c2c1=O,427.51,2.14,8.0,1.0,94.86,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3cnc4ccccc4n3)c2c1=O,False
12718721,CHEMBL2347036,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,4.67,nM,8.33,,0,1,CHEMBL2346603,1,8.330683119433887,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4ccc(F)cc4n3)c2c1=O,444.51,2.88,7.0,1.0,81.97,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4ccc(F)cc4n3)c2c1=O,False
12718722,CHEMBL2347035,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,11.4,nM,7.94,,0,1,CHEMBL2346603,1,7.943095148663527,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4ccc(Cl)cc4n3)c2c1=O,460.97,3.4,7.0,1.0,81.97,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4ccc(Cl)cc4n3)c2c1=O,False
12718723,CHEMBL2346930,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,52.6,nM,7.28,,0,1,CHEMBL2346603,1,7.279014255846261,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(C)ccc4n3)c2c1=O,440.55,3.05,7.0,1.0,81.97,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(C)ccc4n3)c2c1=O,False
12718724,CHEMBL2346929,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,14.5,nM,7.84,,0,1,CHEMBL2346603,1,7.838631997765026,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(F)ccc4n3)c2c1=O,444.51,2.88,7.0,1.0,81.97,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(F)ccc4n3)c2c1=O,False
12718725,CHEMBL2346928,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,60.1,nM,7.22,,0,1,CHEMBL2346603,1,7.221125527997261,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(Cl)ccc4n3)c2c1=O,460.97,3.4,7.0,1.0,81.97,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(Cl)ccc4n3)c2c1=O,False
12718726,CHEMBL2346927,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,139.2,nM,6.86,,0,1,CHEMBL2346603,1,6.856360764725457,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(Br)ccc4n3)c2c1=O,505.42,3.51,7.0,1.0,81.97,4.0,1.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4cc(Br)ccc4n3)c2c1=O,False
12718727,CHEMBL2346926,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,7.05,nM,8.15,,0,1,CHEMBL2346603,1,8.1518108830086,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4ccccc4n3)c2c1=O,426.52,2.75,7.0,1.0,81.97,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccc4ccccc4n3)c2c1=O,False
12718728,CHEMBL2346925,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,48.2,nM,7.32,,0,1,CHEMBL2346603,1,7.31695296176115,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccnc4ccccc34)c2c1=O,426.52,2.75,7.0,1.0,81.97,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ccnc4ccccc34)c2c1=O,False
12718729,CHEMBL2346924,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,27.6,nM,7.56,,0,1,CHEMBL2346603,1,7.559090917934782,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3nc4ccccc4[nH]3)c2c1=O,415.5,2.07,7.0,2.0,97.76,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3nc4ccccc4[nH]3)c2c1=O,False
12718730,CHEMBL2346923,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,44.1,nM,7.36,,0,1,CHEMBL2346603,1,7.355561410532161,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3c[nH]c4ccccc34)c2c1=O,414.51,2.68,6.0,2.0,84.87,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3c[nH]c4ccccc34)c2c1=O,False
12718731,CHEMBL2346922,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,44.0,nM,7.36,,0,1,CHEMBL2346603,1,7.356547323513812,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ncccn3)c2c1=O,377.45,0.99,8.0,1.0,94.86,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2ccn(Cc3ncccn3)c2c1=O,False
12718732,CHEMBL2346921,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,460.0,nM,6.34,,0,1,CHEMBL2346603,1,6.337242168318426,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2cc[nH]c2c1=O,285.35,0.68,5.0,2.0,79.94,2.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2cc[nH]c2c1=O,False
12718733,CHEMBL2346920,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,860.0,nM,6.07,,0,1,CHEMBL2346603,1,6.065501548756432,,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c(Br)c[nH]c2c1=O,364.25,1.44,5.0,2.0,79.94,2.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c(Br)c[nH]c2c1=O,False
12718734,CHEMBL2023067,CHEMBL2353262,Inhibition of human DPP4 using Gly-Pro-AMC as substrate treated with enzyme 10 mins prior to substrate addition measured after 10 mins,B,CHEMBL284,Homo sapiens,IC50,=,=,44.0,nM,7.36,,0,1,CHEMBL2346603,1,7.356547323513812,,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Br)c[nH]c2c1=O,427.31,2.33,6.0,2.0,103.73,3.0,0.0,False,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2c(Br)c[nH]c2c1=O,False
13317269,CHEMBL142703,CHEMBL2389931,Inhibition of DPP4 in human Caco2 cells using H-Ala-Pro-7-amido-4-trifluoromethylcoumarin as substrate after 1 hr by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,62.0,nM,7.21,,0,1,CHEMBL2385033,1,7.207608310501746,VILDAGLIPTIN,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,303.41,1.17,4.0,2.0,76.36,3.0,0.0,False,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,False
13317270,CHEMBL385517,CHEMBL2389931,Inhibition of DPP4 in human Caco2 cells using H-Ala-Pro-7-amido-4-trifluoromethylcoumarin as substrate after 1 hr by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,50.0,nM,7.3,,0,1,CHEMBL2385033,1,7.301029995663981,SAXAGLIPTIN ANHYDROUS,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,315.42,1.16,4.0,2.0,90.35,2.0,0.0,False,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,False
13317271,CHEMBL376359,CHEMBL2389931,Inhibition of DPP4 in human Caco2 cells using H-Ala-Pro-7-amido-4-trifluoromethylcoumarin as substrate after 1 hr by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,24.0,nM,7.62,,0,1,CHEMBL2385033,1,7.619788758288394,ALOGLIPTIN,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,339.4,0.39,7.0,1.0,97.05,3.0,0.0,False,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,False
13322387,CHEMBL237500,CHEMBL2389862,Inhibition of DPP4 in human seminal plasma using Gly-Pro-p-nitroanilide as substrate incubated for 15 mins prior to substrate addition,B,CHEMBL284,Homo sapiens,IC50,=,=,2.0,nM,8.7,,0,1,CHEMBL2385017,1,8.698970004336019,LINAGLIPTIN,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,472.55,1.15,10.0,1.0,116.86,4.0,0.0,False,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,False
13394513,CHEMBL2408638,CHEMBL2410616,Inhibition of human DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,120.0,nM,6.92,,0,1,CHEMBL2406945,1,6.920818753952375,,CC(C)=CCn1c(OCC(C)(C)CN)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,453.54,2.11,9.0,1.0,114.14,9.0,0.0,False,CC(C)=CCn1c(OCC(C)(C)CN)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394514,CHEMBL237488,CHEMBL2410616,Inhibition of human DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,1.0,nM,9.0,,0,1,CHEMBL2406945,1,9.0,,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,450.54,1.67,9.0,1.0,108.15,6.0,0.0,False,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394515,CHEMBL2408655,CHEMBL2410616,Inhibition of human DPP4,B,CHEMBL284,Homo sapiens,IC50,=,=,9.0,nM,8.05,,0,1,CHEMBL2406945,1,8.045757490560675,,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,462.55,1.54,9.0,1.0,94.16,6.0,0.0,False,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394528,CHEMBL2408639,CHEMBL2410618,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,2500.0,nM,5.6,,0,1,CHEMBL2406945,1,5.6020599913279625,,CC(C)=CCn1c(OCC(C)(C)N)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,439.52,1.86,9.0,1.0,114.14,8.0,0.0,False,CC(C)=CCn1c(OCC(C)(C)N)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394529,CHEMBL2408638,CHEMBL2410618,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,73.0,nM,7.14,,0,1,CHEMBL2406945,1,7.136677139879544,,CC(C)=CCn1c(OCC(C)(C)CN)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,453.54,2.11,9.0,1.0,114.14,9.0,0.0,False,CC(C)=CCn1c(OCC(C)(C)CN)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394530,CHEMBL2408651,CHEMBL2410618,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,290.0,nM,6.54,,0,1,CHEMBL2406945,1,6.537602002101044,,CC(C)=CCn1c(OC[C@@H]2CCCN2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,451.53,1.88,9.0,1.0,100.15,8.0,0.0,False,CC(C)=CCn1c(OC[C@@H]2CCCN2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394532,CHEMBL2408646,CHEMBL2410618,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,910.0,nM,6.04,,0,1,CHEMBL2406945,1,6.040958607678906,,CC(C)=CCn1c(O[C@@H]2CCNC2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,437.5,1.49,9.0,1.0,100.15,7.0,0.0,False,CC(C)=CCn1c(O[C@@H]2CCNC2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394533,CHEMBL2408644,CHEMBL2410618,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,715.0,nM,6.15,,0,1,CHEMBL2406945,1,6.145693958198919,,CC(C)=CCn1c(O[C@H]2CCNC2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,437.5,1.49,9.0,1.0,100.15,7.0,0.0,False,CC(C)=CCn1c(O[C@H]2CCNC2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394535,CHEMBL2408642,CHEMBL2410618,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,100.0,nM,7.0,,0,1,CHEMBL2406945,1,7.0,,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(C)c(=O)n2C,358.45,0.2,8.0,1.0,77.09,3.0,0.0,False,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(C)c(=O)n2C,False
13394536,CHEMBL2408774,CHEMBL2410618,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,645.0,nM,6.19,,0,1,CHEMBL2406945,1,6.1904402853647325,,CC(C)=CCn1c(N2CC3CCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,462.55,1.54,9.0,1.0,94.16,6.0,0.0,False,CC(C)=CCn1c(N2CC3CCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394537,CHEMBL2408771,CHEMBL2410618,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,1.6,nM,8.8,,0,1,CHEMBL2406945,1,8.795880017344075,,CC(C)=CCn1c(N2CC3CCCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,476.58,1.93,9.0,1.0,94.16,6.0,0.0,False,CC(C)=CCn1c(N2CC3CCCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394538,CHEMBL237488,CHEMBL2410618,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,1.1,nM,8.96,,0,1,CHEMBL2406945,1,8.958607314841775,,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,450.54,1.67,9.0,1.0,108.15,6.0,0.0,False,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13394539,CHEMBL2408655,CHEMBL2410618,Inhibition of human DPP4 using H-Gly-Pro-AMC as substrate by fluorescence assay,B,CHEMBL284,Homo sapiens,IC50,=,=,11.0,nM,7.96,,0,1,CHEMBL2406945,1,7.958607314841775,,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,462.55,1.54,9.0,1.0,94.16,6.0,0.0,False,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,False
13421611,CHEMBL1422,CHEMBL2424445,Inhibition of human purified His-tagged DPP-4 assessed as cleavage of substrate using Gly-Pro-AMC chromogenic substrate after 60 mins by fluorescence spectrophotometry,B,CHEMBL284,Homo sapiens,IC50,=,=,24.83,nM,7.61,,0,1,CHEMBL2417472,1,7.605023280445436,SITAGLIPTIN,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,407.32,2.02,5.0,1.0,77.04,4.0,0.0,False,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,False
