molecule_chembl_id,pref_name,parent_smiles,pIC50_median,activity_class,MW,LogP,HBA,HBD
CHEMBL1082463,,CC(C)(CC(=O)N1CC[C@@H](O)C1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.638272163982407,High,340.39900000000006,-0.19951999999999837,5,2
CHEMBL1082464,,CC(C)(CC(=O)N1CC[C@H](O)C1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.301029995663981,High,340.39900000000006,-0.19951999999999837,5,2
CHEMBL425756,,CC(C)(CC(=O)N1CCc2cc(F)cc(F)c2C1)NCC(=O)N1CCC[C@H]1C#N,7.657577319177793,High,404.4610000000002,2.12238,4,1
CHEMBL380902,,CC(C)(CC(=O)N1CCc2cc(F)ccc2C1)NCC(=O)N1CCC[C@H]1C#N,7.522878745280337,High,386.47100000000023,1.9832799999999997,4,1
CHEMBL201424,,CC(C)(CC(=O)N1CCc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,7.309803919971486,High,368.4810000000002,1.84418,4,1
CHEMBL474025,,CC(C)(CC(=O)N1CCc2ccccc2C1)[C@H](N)C(=O)N1CCC[C@H]1C#N,7.795880017344075,High,368.4810000000002,1.8294799999999998,4,1
CHEMBL514006,,CC(C)(CC(=O)N1CCc2ccsc2C1)[C@H](N)C(=O)N1CCC[C@H]1C#N,7.602059991327962,High,374.5100000000002,1.8909799999999999,5,1
CHEMBL474003,,CC(C)(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)[C@H](N)C(=O)N1CCC[C@H]1C#N,7.920818753952375,High,427.43100000000027,0.8972800000000002,6,1
CHEMBL475169,,CC(C)(CC(=O)N1CCn2nc(C(F)(F)F)nc2C1)[C@H](N)C(=O)N1CCC[C@H]1C#N,7.508638306165727,High,427.43100000000027,0.8972800000000002,6,1
CHEMBL201644,,CC(C)(CC(=O)N1Cc2ccccc2C1)NCC(=O)N1CCC[C@H]1C#N,7.823908740944319,High,354.4540000000002,1.80168,4,1
CHEMBL475863,,CC(C)(CC(=O)N1Cc2ccccc2C1)[C@H](N)C(=O)N1CCC[C@H]1C#N,7.920818753952375,High,354.4540000000002,1.7869799999999998,4,1
CHEMBL217212,,CC(C)(CC(=O)NC(C)(C)Cc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,5.886056647693163,Low,384.5240000000003,2.3967800000000006,4,2
CHEMBL202711,,CC(C)(CC(=O)NC(C)(C)c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,5.955460239607589,Low,370.49700000000024,2.3107800000000003,4,2
CHEMBL1084972,,CC(C)(CC(=O)NC1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.537602002101044,High,338.427,1.2660800000000005,4,2
CHEMBL274103,,CC(C)(CC(=O)NCCc1ccc(C(F)(F)F)cc1)NCC(=O)N1CCC[C@H]1C#N,6.627087997029893,Moderate,424.4670000000002,2.636980000000001,4,2
CHEMBL218393,,CC(C)(CC(=O)NCCc1ccc(Cl)c(Cl)c1)NCC(=O)N1CCC[C@H]1C#N,6.742321425130816,Moderate,425.36000000000024,2.9249800000000015,4,2
CHEMBL384493,,CC(C)(CC(=O)NCCc1cccc(C(F)(F)F)c1)NCC(=O)N1CCC[C@H]1C#N,6.607303046740334,Moderate,424.46700000000027,2.636980000000001,4,2
CHEMBL274770,,CC(C)(CC(=O)NCCc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,6.84163750790475,Moderate,356.4700000000002,1.6181800000000002,4,2
CHEMBL216878,,CC(C)(CC(=O)NCCc1ccccc1C(F)(F)F)NCC(=O)N1CCC[C@H]1C#N,6.494850021680094,Moderate,424.46700000000027,2.636980000000001,4,2
CHEMBL218026,,CC(C)(CC(=O)NCCc1ccccn1)NCC(=O)N1CCC[C@H]1C#N,6.928117992693874,Moderate,357.4580000000002,1.0131800000000006,5,2
CHEMBL216453,,CC(C)(CC(=O)NCc1ccc(C(F)(F)F)cc1)NCC(=O)N1CCC[C@H]1C#N,6.721246399047171,Moderate,410.4400000000002,2.594480000000001,4,2
CHEMBL216377,,CC(C)(CC(=O)NCc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,6.621602099051863,Moderate,342.44300000000015,1.5756799999999997,4,2
CHEMBL216296,,CC(C)(CC(=O)NCc1ccccn1)NCC(=O)N1CCC[C@H]1C#N,6.363512103646634,Moderate,343.43100000000015,0.9706800000000004,5,2
CHEMBL474768,,CC(C)(CC(=O)N[C@@H]1C[C@H]1c1cccc(Cl)c1)NCC(=O)N1CCC[C@H]1C#N,7.251811972993799,High,402.9260000000003,2.5849800000000007,4,2
CHEMBL447393,,CC(C)(CC(=O)N[C@@H]1C[C@H]1c1cccc(Cl)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.568636235841012,High,420.9160000000002,2.5329800000000002,4,2
CHEMBL472976,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cc(F)cc(F)c1)NCC(=O)N1CCC[C@H]1C#N,7.1249387366083,High,404.46100000000024,2.2097800000000003,4,2
CHEMBL473176,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(C(F)(F)F)cc1)NCC(=O)N1CCC[C@H]1C#N,7.070581074285707,High,436.47800000000024,2.950380000000001,4,2
CHEMBL474959,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(Cl)c(Cl)c1)NCC(=O)N1CCC[C@H]1C#N,7.167491087293763,High,437.37100000000027,3.238380000000002,4,2
CHEMBL474560,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(Cl)cc1)NCC(=O)N1CCC[C@H]1C#N,7.0655015487564325,High,402.9260000000003,2.5849800000000007,4,2
CHEMBL472977,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(F)c(F)c1)NCC(=O)N1CCC[C@H]1C#N,7.207608310501746,High,404.46100000000024,2.2097800000000003,4,2
CHEMBL514617,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(F)cc1)NCC(=O)N1CCC[C@H]1C#N,7.267606240177031,High,386.4710000000003,2.0706799999999994,4,2
CHEMBL515552,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccc(F)cc1F)NCC(=O)N1CCC[C@H]1C#N,7.075720713938118,High,404.46100000000024,2.2097800000000003,4,2
CHEMBL473973,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(C(F)(F)F)c1)NCC(=O)N1CCC[C@H]1C#N,7.221848749616356,High,436.47800000000024,2.950380000000002,4,2
CHEMBL463231,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1)NCC(=O)N1CC(F)(F)C[C@H]1C#N,7.585026652029182,High,438.90600000000023,2.8301800000000013,4,2
CHEMBL463481,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1)NCC(=O)N1CCC[C@H]1C#N,7.352326425833191,High,402.9260000000003,2.5849800000000007,4,2
CHEMBL517776,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.823908740944319,High,420.9160000000002,2.5329800000000002,4,2
CHEMBL473172,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(F)c1)NCC(=O)N1CCC[C@H]1C#N,7.1938200260161125,High,386.4710000000003,2.0706799999999994,4,2
CHEMBL464093,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(F)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.67778070526608,High,404.46100000000024,2.01868,4,2
CHEMBL474559,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(OC(F)(F)F)c1)NCC(=O)N1CCC[C@H]1C#N,7.136677139879544,High,452.47700000000026,2.8301800000000013,5,2
CHEMBL463230,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccc(OC(F)(F)F)c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.698970004336019,High,470.4670000000002,2.7781800000000008,5,2
CHEMBL473166,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccccc1)NCC(=O)N1CCC[C@H]1C#N,7.070581074285707,High,368.4810000000002,1.9315799999999994,4,2
CHEMBL464092,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1ccccc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.721246399047171,High,386.4710000000002,1.8795799999999996,4,2
CHEMBL472797,,CC(C)(CC(=O)N[C@H]1C[C@@H]1c1cccnc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.619788758288394,High,387.4590000000002,1.2745800000000003,5,2
CHEMBL217060,,CC(C)(CC(=O)Nc1ccc(-c2ccccc2)cc1)NCC(=O)N1CCC[C@H]1C#N,6.570247719997592,Moderate,404.51400000000024,3.564980000000001,4,2
CHEMBL386326,,CC(C)(CC(=O)Nc1ccc(F)c(F)c1)NCC(=O)N1CCC[C@H]1C#N,6.647817481888637,Moderate,364.39600000000013,2.1761799999999996,4,2
CHEMBL385637,,CC(C)(CC(=O)Nc1ccc(F)cc1)NCC(=O)N1CCC[C@H]1C#N,6.705533773838408,Moderate,346.4060000000001,2.0370799999999996,4,2
CHEMBL216383,,CC(C)(CC(=O)Nc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,6.684029654543082,Moderate,328.41600000000017,1.8979799999999996,4,2
CHEMBL1085306,,CC(C)(CC(=O)Nc1ccccn1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.721246399047171,High,347.3940000000001,1.2409799999999997,5,2
CHEMBL471088,,CC(C)(CN(Cc1ccc(C#N)cc1)C(=O)c1ccccc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.207608310501746,High,461.54100000000017,3.031460000000002,5,1
CHEMBL487861,,CC(C)(CNC(=O)C(C)(C)C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.236572006437063,High,326.41600000000005,0.9794800000000012,4,2
CHEMBL488810,,CC(C)(CNC(=O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,6.962573502059376,Moderate,505.4210000000002,4.072280000000004,4,2
CHEMBL487862,,CC(C)(CNC(=O)C1(C)CCCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.886056647693163,High,366.481,1.90378,4,2
CHEMBL519585,,CC(C)(CNC(=O)c1ccc2[nH]cnc2c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.244125144327509,High,386.43100000000015,1.12348,5,3
CHEMBL487860,,CC(C)(CNC(=O)c1ccc2[nH]nnc2c1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.823908740944319,High,387.41900000000015,0.5184800000000012,6,3
CHEMBL488036,,CC(C)(CNC(=O)c1ccc2c(c1)CCO2)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.537602002101044,High,388.4430000000001,1.1820800000000002,5,2
CHEMBL488418,,CC(C)(CNC(=O)c1ccccc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.346787486224656,High,346.4060000000001,1.24718,4,2
CHEMBL487681,,CC(C)(CNC(=O)c1ccccn1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.086186147616283,High,347.3940000000001,0.6421800000000002,5,2
CHEMBL488419,,CC(C)(CNC(=O)c1cccs1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.267606240177031,High,352.4350000000001,1.3086800000000003,5,2
CHEMBL485828,,CC(C)(CNCc1ccc(C#N)cc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.4089353929735005,High,357.4330000000001,1.4786599999999999,5,2
CHEMBL485827,,CC(C)(CNS(=O)(=O)c1ccccc1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,7.1249387366083,High,382.4610000000001,0.7956799999999999,5,2
CHEMBL327166,,CC(C)(CNc1ccc(C#N)cn1)NCC(=O)N1CCC[C@H]1C#N,7.537602002101044,High,326.4040000000001,1.2479599999999995,6,2
CHEMBL232759,,CC(C)(CO)NCC(=O)N1CCC[C@H]1C(=O)c1nnc(C(C)(C)C)o1,7.327902142064282,High,352.4350000000001,0.9013000000000002,7,2
CHEMBL231697,,CC(C)(CO)NCC(=O)N1CCC[C@H]1C(=O)c1noc(C(C)(C)C)n1,6.651695136951839,Moderate,352.4350000000001,0.9012999999999993,7,2
CHEMBL472096,,CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,8.337242168318426,High,243.28199999999998,-0.1905199999999998,4,2
CHEMBL232185,,CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1nnc(C(C)(C)C)o1,7.657577319177793,High,370.4250000000001,0.8492999999999999,7,2
CHEMBL391929,,CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1noc(C(C)(C)C)n1,7.173925197299173,High,370.4250000000001,0.8492999999999991,7,2
CHEMBL1229644,,CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1[C@@H](O)c1nnc(C(C)(C)C)o1,7.657577319177793,High,372.44100000000014,0.7,7,3
CHEMBL379260,,CC(C)(CO)NCC(=O)N1[C@H](C#N)CC[C@@H]1C#N,5.954677021213342,Low,250.302,-0.24633999999999934,5,2
CHEMBL232153,,CC(C)(Cc1ccc(F)cc1)NCC(=O)N1CCC[C@H]1C(=O)c1ncon1,7.455931955649724,High,374.4160000000001,1.9933,6,1
CHEMBL393947,,CC(C)(Cc1ccc(F)cc1)NCC(=O)N1C[C@@H](F)C[C@H]1C(=O)c1nnc(C(C)(C)C)o1,7.602059991327962,High,448.5140000000003,3.238800000000002,6,1
CHEMBL209058,,CC(C)(Cc1ccc(F)cc1)NCC(=O)N1[C@H](C#N)CC[C@@H]1C#N,6.186419011431808,Moderate,328.39100000000013,2.14316,4,1
CHEMBL96908,,CC(C)(Cc1ccccc1)NCC(=O)N1CCC[C@H]1C#N,7.619788758288394,High,285.39099999999996,2.11188,3,1
CHEMBL558323,,CC(C)(F)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,8.200659450546418,High,403.4200000000001,2.2191,3,2
CHEMBL3644457,,CC(C)(F)Cn1cc2c(n1)CN([C@H]1CSC(c3cc(F)cc(F)c3F)[C@@H](N)C1)C2,8.795880017344075,High,428.49900000000014,3.938200000000003,4,1
CHEMBL6004569,,CC(C)(F)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,4.920818753952375,Low,232.064,-0.9351999999999996,4,3
CHEMBL567728,,CC(C)(F)c1nc([C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)no1,7.795880017344075,High,414.403,3.315100000000001,5,1
CHEMBL66189,,CC(C)(N)C(=O)N1CCC[C@H]1B(O)O,4.522878745280337,Low,200.047,-1.2732999999999988,4,3
CHEMBL323129,,CC(C)(N)C(O)NCC(=O)N1CCC[C@H]1C#N,6.661543506395395,Moderate,240.30699999999996,-0.8537199999999989,5,3
CHEMBL201158,,CC(C)(NC(=O)CCNCC(=O)N1CCC[C@H]1C#N)c1ccccc1,6.924453038607469,Moderate,342.443,1.5321800000000005,4,2
CHEMBL472100,,CC(C)(NCC(=O)N1C[C@@H](F)C[C@H]1C#N)c1cc2ccccc2o1,7.055517327849831,High,329.37500000000006,2.720080000000001,4,1
CHEMBL512694,,CC(C)(NCC(=O)N1C[C@@H](F)C[C@H]1C#N)c1ccccn1,7.657577319177793,High,290.342,1.3688799999999997,4,1
CHEMBL471089,,CC(C)(NCC(=O)N1C[C@@H](F)C[C@H]1C#N)c1ccco1,8.065501548756432,High,279.315,1.5668799999999998,4,1
CHEMBL512890,,CC(C)(NCC(=O)N1C[C@@H](F)C[C@H]1C#N)c1cccs1,7.920818753952375,High,295.383,2.03538,4,1
CHEMBL210259,,CC(C)(NCC(=O)N1[C@H](C#N)CC[C@@H]1C#N)c1ccccc1,6.583359492661719,Moderate,296.37399999999997,1.9180599999999997,4,1
CHEMBL1683502,,CC(C)(Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,7.886056647693163,High,538.5920000000003,2.8568000000000007,6,4
CHEMBL3654428,,CC(C)(O)Cn1cc2c(n1)CN([C@H]1CCO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,7.675717544702307,High,406.4770000000001,2.495400000000001,5,2
CHEMBL3644455,,CC(C)(O)Cn1cc2c(n1)CN([C@H]1CSC(c3cc(F)cc(F)c3F)[C@@H](N)C1)C2,8.585026652029182,High,426.50800000000015,2.961000000000001,5,2
CHEMBL1683496,,CC(C)(Oc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,7.251811972993799,High,539.5760000000002,2.8237000000000005,6,3
CHEMBL5220348,,CC(C)=CCC/C(C)=C/OC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN,7.815308569182401,High,365.5180000000002,2.6270999999999995,5,2
CHEMBL5219532,,CC(C)=CCC/C(C)=C/OC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,9.431798275933003,High,565.7520000000003,5.759100000000005,7,2
CHEMBL459591,,CC(C)=CCN1C(C2CC[C@H]3NCC[C@@H]23)=NC2C1C(=O)N(CC(=O)c1ccccc1)C(=O)N2C,7.744727494896693,High,463.5820000000003,2.5263999999999998,6,1
CHEMBL2408771,,CC(C)=CCn1c(N2CC3CCCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,8.795880017344075,High,476.5810000000003,1.9339999999999995,6,1
CHEMBL2408774,,CC(C)=CCn1c(N2CC3CCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,6.1904402853647325,Moderate,462.55400000000026,1.5438999999999998,6,1
CHEMBL2408642,,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(C)c(=O)n2C,7.0,High,358.44600000000014,0.19800000000000106,5,1
CHEMBL2408655,,CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,8.002182402701225,High,462.55400000000026,1.5438999999999998,6,1
CHEMBL3922613,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(C(C)C(=O)c1ccccc1)c(=O)n2C,5.665546248849069,Low,464.5700000000002,2.2343,6,1
CHEMBL237279,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(C)c(=O)n2C,7.455931955649724,High,346.4350000000001,0.3274000000000017,5,1
CHEMBL3912125,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(CC(=O)N1CCCCC1)c(=O)n2C,6.6020599913279625,Moderate,457.5790000000004,0.802900000000002,6,1
CHEMBL3965610,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(CC(=O)c1cccc(C(=O)O)c1)c(=O)n2C,8.301029995663981,High,494.5520000000003,1.3715000000000006,7,2
CHEMBL365000,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,8.301029995663981,High,450.54300000000023,1.6732999999999996,6,1
CHEMBL3957746,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1C(=O)N1CCOCC1)c(=O)n2C,8.221848749616356,High,563.6590000000003,1.1457000000000017,8,1
CHEMBL237281,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(CCc1ccccc1)c(=O)n2C,7.251811972993799,High,436.56000000000023,2.0330999999999997,5,1
CHEMBL3942798,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1cc3ccccc3cn1)c(=O)n2C,8.045757490560675,High,473.58100000000024,2.3869,6,1
CHEMBL3904065,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1ccc3ccccc3n1)c(=O)n2C,7.920818753952375,High,473.58100000000024,2.3869000000000007,6,1
CHEMBL391634,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1ccccc1)c(=O)n2C,6.546681659952963,Moderate,422.5330000000002,1.8386999999999998,5,1
CHEMBL4246674,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1ccccc1C#N)c(=O)n2C,7.707743928643524,High,447.54300000000023,1.7103799999999996,6,1
CHEMBL3934913,,CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1ncnc3ccccc13)c(=O)n2C,8.397940008672037,High,474.56900000000024,1.7818999999999998,7,1
CHEMBL1949693,,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1c(C#N)cnc3ccccc13)c(=O)n2C,8.259637310505756,High,522.6130000000003,2.6074600000000006,7,1
CHEMBL1951610,,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1cn3ccccc3n1)c(=O)n2C,8.0,High,486.58000000000027,1.8352799999999996,6,1
CHEMBL1951609,,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,8.698970004336019,High,512.6180000000003,2.4392000000000005,7,1
CHEMBL1951611,,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1ncc3ccccc3c1C#N)c(=O)n2C,9.0,High,522.6130000000003,2.6074600000000006,7,1
CHEMBL1951608,,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,8.522878745280337,High,497.6030000000003,2.735780000000001,6,1
CHEMBL1951437,,CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,8.154901959985743,High,467.5770000000002,3.432080000000002,6,1
CHEMBL3675624,,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,8.795880017344075,High,499.62300000000033,2.8604200000000013,8,1
CHEMBL429450,,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,8.397940008672037,High,473.58100000000024,2.3869,6,1
CHEMBL2147066,,CC(C)=CCn1c(N2CCC[C@@H](N)C2)nc2c3cc(C(=O)O)ccc3n(C)c(=O)c21,7.292429823902063,High,409.4900000000002,2.480100000000001,5,2
CHEMBL1951601,,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(Cc1cnc3ccccc3n1)c(=O)n2C,8.045757490560675,High,498.5910000000003,2.2585800000000003,7,1
CHEMBL1951600,,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,8.698970004336019,High,512.6180000000003,2.567000000000001,7,1
CHEMBL1951599,,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,9.0,High,497.6030000000003,2.8635800000000007,6,1
CHEMBL1951602,,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2c1c(=O)n(Cc1ncccc1C#N)c(=O)n2C,7.602059991327962,High,472.5530000000003,1.5820599999999998,7,1
CHEMBL1951435,,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(C)c(=O)c21,8.045757490560675,High,340.4310000000001,1.5003799999999998,5,1
CHEMBL1951431,,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(Cc3ccnc4ccccc34)c(=O)c21,8.397940008672037,High,467.5770000000002,3.5598800000000024,6,1
CHEMBL1951433,,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(Cc3nc(C)c4ccccc4n3)c(=O)c21,8.522878745280337,High,482.59200000000027,3.263300000000002,7,1
CHEMBL1951434,,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(Cc3ncc4ccccc4n3)c(=O)c21,8.096910013008056,High,468.5650000000002,2.954880000000001,7,1
CHEMBL1951432,,CC(C)=CCn1c(N2CCC[C@H](N)C2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,9.30102999566398,High,467.5770000000002,3.5598800000000024,6,1
CHEMBL391089,,CC(C)=CCn1c(N2CCC[C@H](N)C2)nc2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,8.698970004336019,High,473.58100000000024,2.3869,6,1
CHEMBL235352,,CC(C)=CCn1c(N2CCNCC2)nc2c1c(=O)n(C)c(=O)n2C,6.236572006437063,Moderate,332.4080000000001,-0.19049999999999856,5,1
CHEMBL2408639,,CC(C)=CCn1c(OCC(C)(C)N)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,5.6020599913279625,Low,439.5160000000002,1.8618999999999997,6,1
CHEMBL2408651,,CC(C)=CCn1c(OC[C@@H]2CCCN2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,6.537602002101044,Moderate,451.5270000000002,1.8765999999999996,6,1
CHEMBL2408646,,CC(C)=CCn1c(O[C@@H]2CCNC2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,6.040958607678906,Moderate,437.50000000000017,1.4864999999999993,6,1
CHEMBL2408644,,CC(C)=CCn1c(O[C@H]2CCNC2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,6.145693958198919,Moderate,437.50000000000017,1.4864999999999993,6,1
CHEMBL1683100,,CC(C)C(=O)N(C)[C@H]1CC[C@H]([C@H](N)Cc2cc(F)ccc2F)CC1,6.886056647693163,Moderate,338.44200000000006,3.5078000000000022,2,1
CHEMBL1683500,,CC(C)C(C(=O)O)N(C)c1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,7.096910013008056,High,566.6460000000003,3.1271000000000013,6,3
CHEMBL193106,,CC(C)C(Cc1ccccc1)NC(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N,6.515700160653214,Moderate,356.47000000000014,1.6018800000000004,4,2
CHEMBL16709,,CC(C)C(N)C(=O)N1CCCC1,6.261219441515631,Moderate,170.25599999999994,0.5920999999999998,2,1
CHEMBL372391,,CC(C)C(NC(=O)CCNCC(=O)N1CCC[C@H]1C#N)c1ccccc1,6.105683937315561,Moderate,356.47,1.9941800000000005,4,2
CHEMBL191274,,CC(C)C(NC(=O)C[C@H](N)C(=O)N1CCC[C@H]1C#N)c1ccccc1,6.673664139071248,Moderate,342.443,1.7318800000000005,4,2
CHEMBL3704835,,CC(C)C(NCC(O)COc1ccccc1)C(=O)N1CCCC1,5.070581074285707,Low,320.43300000000016,1.6628999999999998,4,2
CHEMBL1683504,,CC(C)C(Nc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,8.522878745280337,High,552.6190000000003,3.102800000000001,6,4
CHEMBL1683498,,CC(C)C(Oc1ccc(CNC(=O)C2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,8.221848749616356,High,553.6030000000003,3.069700000000001,6,3
CHEMBL365837,,CC(C)C(Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CC(N)Cc2ccccc2F)cc1)C(=O)O,8.431798275933005,High,499.5830000000002,2.8810000000000002,5,3
CHEMBL3343901,,CC(C)CC(=O)OCCC#Cc1ccc(-c2ccc(COC(=O)CC(C)C)s2)s1,6.1249387366083,Moderate,432.6070000000002,5.896800000000005,6,0
