parent_smiles,molecule_chembl_id,pref_name,canonical_smiles_examples,n_records,IC50_nM_median,IC50_nM_min,IC50_nM_max,pIC50_median,pIC50_min,pIC50_max,pIC50_std,pchembl_median,assay_type,assay_chembl_id,document_chembl_id,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,pIC50_range,activity_class
N[C@H]1C[C@@H](N2CCn3c(C(F)(F)F)cnc3C2)CCC1c1cc(F)c(F)cc1F,CHEMBL234635,,N[C@H]1C[C@@H](N2CCn3c(C(F)(F)F)cnc3C2)CCC1c1cc(F)c(F)cc1F,1,21.0,21.0,21.0,7.6777807052660805,7.6777807052660805,7.6777807052660805,0.0,7.68,B,CHEMBL893216,CHEMBL1147994,418.39,3.8,4.0,1.0,47.08,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2CCn3c(nnc3C(F)(F)F)C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL233360,,N[C@H]1C[C@@H](N2CCn3c(nnc3C(F)(F)F)C2)CC[C@@H]1c1cc(F)c(F)cc1F,1,21.0,21.0,21.0,7.6777807052660805,7.6777807052660805,7.6777807052660805,0.0,7.68,B,CHEMBL896429,CHEMBL1148885,419.37,3.19,5.0,1.0,59.97,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2CCn3c(nnc3C(F)(F)F)C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL2425063,,N[C@H]1C[C@@H](N2CCn3c(nnc3C(F)(F)F)C2)CO[C@@H]1c1cc(F)ccc1F,1,37.0,37.0,37.0,7.431798275933005,7.431798275933005,7.431798275933005,0.0,7.43,B,CHEMBL2429421,CHEMBL2424528,403.36,2.25,6.0,1.0,69.2,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3734964,,N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,1,1.6,1.6,1.6,8.795880017344075,8.795880017344075,8.795880017344075,0.0,8.8,B,CHEMBL3737789,CHEMBL3734760,403.43,2.21,5.0,3.0,96.27,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)c4ccncc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735925,,N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)c4ccncc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,1,3.7,3.7,3.7,8.431798275933005,8.431798275933005,8.431798275933005,0.0,8.43,B,CHEMBL3737789,CHEMBL3734760,440.45,2.51,6.0,3.0,109.16,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)c4nccs4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735129,,N[C@H]1C[C@@H](N2Cc3[nH]nc(NC(=O)c4nccs4)c3C2)CO[C@@H]1c1cc(F)ccc1F,1,4.3,4.3,4.3,8.366531544420413,8.366531544420413,8.366531544420413,0.0,8.37,B,CHEMBL3737789,CHEMBL3734760,446.48,2.57,7.0,3.0,109.16,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3734999,,N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)C4CC4)c3C2)CO[C@@H]1c1cc(F)ccc1F,1,1.8,1.8,1.8,8.744727494896694,8.744727494896694,8.744727494896694,0.0,8.74,B,CHEMBL3737789,CHEMBL3734760,439.49,1.77,6.0,3.0,113.34,5.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)CC(F)(F)F)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735461,,N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)CC(F)(F)F)c3C2)CO[C@@H]1c1cc(F)ccc1F,1,1.3,1.3,1.3,8.886056647693163,8.886056647693163,8.886056647693163,0.0,8.89,B,CHEMBL3737789,CHEMBL3734760,481.45,2.17,6.0,3.0,113.34,5.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)Cc4ccncc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735433,,N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)Cc4ccncc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,1,1.8,1.8,1.8,8.744727494896694,8.744727494896694,8.744727494896694,0.0,8.74,B,CHEMBL3737789,CHEMBL3734760,490.54,2.2,7.0,3.0,126.23,6.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)c4c[nH]cn4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736137,,N[C@H]1C[C@@H](N2Cc3[nH]nc(NS(=O)(=O)c4c[nH]cn4)c3C2)CO[C@@H]1c1cc(F)ccc1F,1,0.3,0.3,0.3,9.522878745280337,9.522878745280337,9.522878745280337,0.0,9.52,B,CHEMBL3737789,CHEMBL3734760,465.49,1.38,7.0,4.0,142.02,5.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3[nH]nc(S(=O)(=O)c4ccccc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3735843,,N[C@H]1C[C@@H](N2Cc3[nH]nc(S(=O)(=O)c4ccccc4)c3C2)CO[C@@H]1c1cc(F)ccc1F,1,0.4,0.4,0.4,9.397940008672037,9.397940008672037,9.397940008672037,0.0,9.4,B,CHEMBL3737789,CHEMBL3734760,460.51,2.69,6.0,2.0,101.31,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)CS(=O)(=O)C1c1cc(F)cc(F)c1F,CHEMBL3644454,,N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)CS(=O)(=O)C1c1cc(F)cc(F)c1F,1,119.0,119.0,119.0,6.924453038607469,6.924453038607469,6.924453038607469,0.0,6.92,B,CHEMBL3705729,CHEMBL3639253,386.4,1.4,5.0,2.0,92.08,2.0,0.0,0.0,Moderate
N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)CSC1c1cc(F)cc(F)c1F,CHEMBL3644452,,N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)CSC1c1cc(F)cc(F)c1F,1,3.4,3.4,3.4,8.468521082957745,8.468521082957745,8.468521082957745,0.0,8.47,B,CHEMBL3705729,CHEMBL3639253,354.4,2.72,4.0,2.0,57.94,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)CSC1c1cc(F)ccc1F,CHEMBL3644451,,N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)CSC1c1cc(F)ccc1F,1,2.3,2.3,2.3,8.638272163982407,8.638272163982407,8.638272163982407,0.0,8.64,B,CHEMBL3705729,CHEMBL3639253,336.41,2.58,4.0,2.0,57.94,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)C[S+]([O-])C1c1cc(F)cc(F)c1F,CHEMBL3644453,,N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)C[S+]([O-])C1c1cc(F)cc(F)c1F,2,44.5,40.0,49.0,7.353871964321762,7.309803919971486,7.3979400086720375,0.0623216259874189,7.355,B,CHEMBL3705729,CHEMBL3639253,370.4,1.73,4.0,2.0,81.0,2.0,0.0,0.08813608870055134,High
N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)[C@@H](C(F)(F)F)O[C@@H]1c1cc(F)ccc1F,CHEMBL4640183,,N[C@H]1C[C@@H](N2Cc3c[nH]nc3C2)[C@@H](C(F)(F)F)O[C@@H]1c1cc(F)ccc1F,1,18.2,18.2,18.2,7.739928612014925,7.739928612014925,7.739928612014925,0.0,7.74,B,CHEMBL4616383,CHEMBL4613324,388.34,2.79,4.0,2.0,67.17,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cc(C(=O)O)sc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL6043018,,N[C@H]1C[C@@H](N2Cc3cc(C(=O)O)sc3C2)CO[C@@H]1c1cc(F)ccc1F,1,18.2,18.2,18.2,7.739928612014925,7.739928612014925,7.739928612014925,0.0,7.74,B,CHEMBL5731884,CHEMBL5726024,380.42,2.9,5.0,2.0,75.79,3.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3ccc(Br)cc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL5791601,,N[C@H]1C[C@@H](N2Cc3ccc(Br)cc3C2)CO[C@@H]1c1cc(F)ccc1F,1,6.5,6.5,6.5,8.187086643357144,8.187086643357144,8.187086643357144,0.0,8.19,B,CHEMBL5731884,CHEMBL5726024,409.27,3.9,3.0,1.0,38.49,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3ccc(N4CCC(O)(C(=O)NCc5cc(F)cc(F)c5F)C4=O)cc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL5888255,,N[C@H]1C[C@@H](N2Cc3ccc(N4CCC(O)(C(=O)NCc5cc(F)cc(F)c5F)C4=O)cc3C2)CO[C@@H]1c1cc(F)ccc1F,1,2.98,2.98,2.98,8.525783735923746,8.525783735923746,8.525783735923746,0.0,8.53,B,CHEMBL5735925,CHEMBL5728051,616.59,3.34,6.0,3.0,108.13,6.0,1.0,0.0,High
N[C@H]1C[C@@H](N2Cc3ccc(N4CCC(O)(C(=O)NCc5cccc(F)c5F)C4=O)cc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL6000557,,N[C@H]1C[C@@H](N2Cc3ccc(N4CCC(O)(C(=O)NCc5cccc(F)c5F)C4=O)cc3C2)CO[C@@H]1c1cc(F)ccc1F,1,3.67,3.67,3.67,8.435333935747911,8.435333935747911,8.435333935747911,0.0,8.44,B,CHEMBL5735925,CHEMBL5728051,598.6,3.2,6.0,3.0,108.13,6.0,1.0,0.0,High
N[C@H]1C[C@@H](N2Cc3ccc(S(=O)(=O)C4CC4)cc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL5894572,,N[C@H]1C[C@@H](N2Cc3ccc(S(=O)(=O)C4CC4)cc3C2)CO[C@@H]1c1cc(F)ccc1F,1,3.2,3.2,3.2,8.494850021680094,8.494850021680094,8.494850021680094,0.0,8.49,B,CHEMBL5731884,CHEMBL5726024,434.51,3.07,5.0,1.0,72.63,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3ccc(S(N)(=O)=O)cc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL5763347,,N[C@H]1C[C@@H](N2Cc3ccc(S(N)(=O)=O)cc3C2)CO[C@@H]1c1cc(F)ccc1F,1,3.8,3.8,3.8,8.42021640338319,8.42021640338319,8.42021640338319,0.0,8.42,B,CHEMBL5731884,CHEMBL5726024,409.46,1.79,5.0,2.0,98.65,3.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3ccccc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL392924,,N[C@H]1C[C@@H](N2Cc3ccccc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,1,6.6,6.6,6.6,8.18045606445813,8.18045606445813,8.18045606445813,0.0,8.18,B,CHEMBL896429,CHEMBL1148885,346.4,4.08,2.0,1.0,29.26,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3ccccc3C2=O)CO[C@@H]1c1cc(F)ccc1F,CHEMBL2425066,,N[C@H]1C[C@@H](N2Cc3ccccc3C2=O)CO[C@@H]1c1cc(F)ccc1F,1,720.0,720.0,720.0,6.142667503568731,6.142667503568731,6.142667503568731,0.0,6.14,B,CHEMBL2429421,CHEMBL2424528,344.36,2.78,3.0,1.0,55.56,2.0,0.0,0.0,Moderate
N[C@H]1C[C@@H](N2Cc3ccccc3O2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL2425067,,N[C@H]1C[C@@H](N2Cc3ccccc3O2)CO[C@@H]1c1cc(F)ccc1F,1,125.0,125.0,125.0,6.903089986991944,6.903089986991944,6.903089986991944,0.0,6.9,B,CHEMBL2429421,CHEMBL2424528,332.35,2.93,4.0,1.0,47.72,2.0,0.0,0.0,Moderate
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C(F)(F)F)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736188,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C(F)(F)F)nc3C2)CO[C@@H]1c1cc(F)ccc1F,1,2.3,2.3,2.3,8.638272163982407,8.638272163982407,8.638272163982407,0.0,8.64,B,CHEMBL3737789,CHEMBL3734760,452.41,2.03,7.0,1.0,90.45,3.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CCO[C@@H]1c1cc(F)ccc1F,CHEMBL3654423,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CCO[C@@H]1c1cc(F)ccc1F,1,5.8,5.8,5.8,8.236572006437063,8.236572006437063,8.236572006437063,0.0,8.24,B,CHEMBL3706292,CHEMBL3639172,438.5,2.06,7.0,1.0,90.45,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CNC1c1cc(F)c(F)cc1F,CHEMBL3694422,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)CNC1c1cc(F)c(F)cc1F,1,0.7,0.7,0.7,9.154901959985743,9.154901959985743,9.154901959985743,0.0,9.15,B,CHEMBL3705360,CHEMBL3638894,441.48,1.39,7.0,2.0,93.25,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)COC1c1cc(F)c(F)cc1F,CHEMBL3645496,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)COC1c1cc(F)c(F)cc1F,1,1.9,1.9,1.9,8.721246399047171,8.721246399047171,8.721246399047171,0.0,8.72,B,CHEMBL3705151,CHEMBL3639302,442.46,1.81,7.0,1.0,90.45,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)COC1c1cc(F)ccc1F,CHEMBL3645497,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)COC1c1cc(F)ccc1F,1,1.0,1.0,1.0,9.0,9.0,9.0,0.0,9.0,B,CHEMBL3705151,CHEMBL3639302,424.47,1.67,7.0,1.0,90.45,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)[C@@H](C(F)(F)F)O[C@@H]1c1cc(F)ccc1F,CHEMBL4636223,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CC4)nc3C2)[C@@H](C(F)(F)F)O[C@@H]1c1cc(F)ccc1F,1,11.7,11.7,11.7,7.931814138253838,7.931814138253838,7.931814138253838,0.0,7.93,B,CHEMBL4616383,CHEMBL4613324,492.47,2.61,7.0,1.0,90.45,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)c(F)cc1F,CHEMBL3645494,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)c(F)cc1F,1,1.3,1.3,1.3,8.886056647693163,8.886056647693163,8.886056647693163,0.0,8.89,B,CHEMBL3705151,CHEMBL3639302,470.52,2.59,7.0,1.0,90.45,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)ccc1F,CHEMBL3645493,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)COC1c1cc(F)ccc1F,1,1.6,1.6,1.6,8.795880017344075,8.795880017344075,8.795880017344075,0.0,8.8,B,CHEMBL3705151,CHEMBL3639302,452.53,2.45,7.0,1.0,90.45,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)[C@@H](C(F)(F)F)O[C@@H]1c1cc(F)ccc1F,CHEMBL4634474,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)C4CCCC4)nc3C2)[C@@H](C(F)(F)F)O[C@@H]1c1cc(F)ccc1F,1,26.5,26.5,26.5,7.576754126063192,7.576754126063192,7.576754126063192,0.0,7.58,B,CHEMBL4616383,CHEMBL4613324,520.52,3.39,7.0,1.0,90.45,4.0,1.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)NC(=O)c4ccccc4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL4746458,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)NC(=O)c4ccccc4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,1,8.8,8.8,8.8,8.05551732784983,8.05551732784983,8.05551732784983,0.0,8.06,B,CHEMBL4709761,CHEMBL4706546,503.53,1.86,8.0,2.0,119.55,5.0,1.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4cccc(C(F)(F)F)c4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736067,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4cccc(C(F)(F)F)c4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,1,1.9,1.9,1.9,8.721246399047171,8.721246399047171,8.721246399047171,0.0,8.72,B,CHEMBL3737789,CHEMBL3734760,528.5,3.59,7.0,1.0,90.45,4.0,1.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4ccccc4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL3736511,,N[C@H]1C[C@@H](N2Cc3cn(S(=O)(=O)c4ccccc4)nc3C2)CO[C@@H]1c1cc(F)ccc1F,1,2.3,2.3,2.3,8.638272163982407,8.638272163982407,8.638272163982407,0.0,8.64,B,CHEMBL3737789,CHEMBL3734760,460.51,2.57,7.0,1.0,90.45,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(CC(=O)N2CC[C@@H](F)C2)C1c1cc(F)ccc1F,CHEMBL3694424,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(CC(=O)N2CC[C@@H](F)C2)C1c1cc(F)ccc1F,1,1.0,1.0,1.0,9.0,9.0,9.0,0.0,9.0,B,CHEMBL3705360,CHEMBL3638894,448.49,1.72,5.0,2.0,81.49,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(CCN2CCC(F)(F)C2)C1c1cc(F)ccc1F,CHEMBL3697943,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(CCN2CCC(F)(F)C2)C1c1cc(F)ccc1F,1,25.4,25.4,25.4,7.5951662833800615,7.5951662833800615,7.5951662833800615,0.0,7.59,B,CHEMBL3705360,CHEMBL3638894,452.5,2.49,5.0,2.0,64.42,5.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(Cc2cn[nH]c2)C1c1cc(F)ccc1F,CHEMBL3697947,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(Cc2cn[nH]c2)C1c1cc(F)ccc1F,1,2.9,2.9,2.9,8.537602002101044,8.537602002101044,8.537602002101044,0.0,8.54,B,CHEMBL3705360,CHEMBL3638894,399.45,2.07,5.0,3.0,89.86,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(Cc2cnccn2)C1c1cc(F)ccc1F,CHEMBL3697945,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CN(Cc2cnccn2)C1c1cc(F)ccc1F,1,12.9,12.9,12.9,7.889410289700751,7.889410289700751,7.889410289700751,0.0,7.89,B,CHEMBL3705360,CHEMBL3638894,411.46,2.14,6.0,2.0,86.96,4.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(Cl)cc1F,CHEMBL2425073,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(Cl)cc1F,1,48.0,48.0,48.0,7.318758762624412,7.318758762624412,7.318758762624412,0.0,7.32,B,CHEMBL2429421,CHEMBL2424528,354.79,2.51,4.0,2.0,67.17,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,CHEMBL2425075,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)c(F)cc1F,1,1.0,1.0,1.0,9.0,9.0,9.0,0.0,9.0,B,CHEMBL2429421,CHEMBL2424528,338.33,2.0,4.0,2.0,67.17,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1Cl,CHEMBL2425074,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1Cl,1,37.0,37.0,37.0,7.431798275933005,7.431798275933005,7.431798275933005,0.0,7.43,B,CHEMBL2429421,CHEMBL2424528,336.8,2.38,4.0,2.0,67.17,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,CHEMBL2425070,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1cc(F)ccc1F,1,1.4,1.4,1.4,8.853871964321762,8.853871964321762,8.853871964321762,0.0,8.85,B,CHEMBL2429421,CHEMBL2424528,320.34,1.86,4.0,2.0,67.17,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1ccc(F)cc1F,CHEMBL2425072,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1ccc(F)cc1F,1,27.0,27.0,27.0,7.568636235841012,7.568636235841012,7.568636235841012,0.0,7.57,B,CHEMBL2429421,CHEMBL2424528,320.34,1.86,4.0,2.0,67.17,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1ccccc1Cl,CHEMBL2425071,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@@H]1c1ccccc1Cl,1,64.0,64.0,64.0,7.1938200260161125,7.1938200260161125,7.1938200260161125,0.0,7.19,B,CHEMBL2429421,CHEMBL2424528,318.81,2.24,4.0,2.0,67.17,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@H]1c1cc(F)ccc1F,CHEMBL2425079,,N[C@H]1C[C@@H](N2Cc3cn[nH]c3C2)CO[C@H]1c1cc(F)ccc1F,1,2800.0,2800.0,2800.0,5.552841968657781,5.552841968657781,5.552841968657781,0.0,5.55,B,CHEMBL2429421,CHEMBL2424528,320.34,1.86,4.0,2.0,67.17,2.0,0.0,0.0,Low
N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL2425059,,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,1,0.5,0.5,0.5,9.301029995663981,9.301029995663981,9.301029995663981,0.0,9.3,B,CHEMBL2429421,CHEMBL2424528,416.37,3.89,4.0,1.0,55.04,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,CHEMBL2425060,,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,1,1.3,1.3,1.3,8.886056647693163,8.886056647693163,8.886056647693163,0.0,8.89,B,CHEMBL2429421,CHEMBL2424528,418.34,3.09,5.0,1.0,64.27,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CSC1c1cc(F)ccc1F,CHEMBL3639433,,N[C@H]1C[C@@H](N2Cc3cnc(C(F)(F)F)nc3C2)CSC1c1cc(F)ccc1F,1,0.7,0.7,0.7,9.154901959985743,9.154901959985743,9.154901959985743,0.0,9.15,B,CHEMBL3705729,CHEMBL3639253,416.42,3.66,5.0,1.0,55.04,2.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CCO[C@@H]1c1cc(F)ccc1F,CHEMBL3654426,,N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CCO[C@@H]1c1cc(F)ccc1F,1,4.1,4.1,4.1,8.387216143280265,8.387216143280265,8.387216143280265,0.0,8.39,B,CHEMBL3706292,CHEMBL3639172,386.45,3.2,5.0,1.0,64.27,3.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL233563,,N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,1,5.3,5.3,5.3,8.275724130399212,8.275724130399212,8.275724130399212,0.0,8.28,B,CHEMBL896429,CHEMBL1148885,388.44,3.75,4.0,1.0,55.04,3.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,CHEMBL2425061,,N[C@H]1C[C@@H](N2Cc3cnc(C4CC4)nc3C2)CO[C@@H]1c1cc(F)c(F)cc1F,1,0.66,0.66,0.66,9.18045606445813,9.18045606445813,9.18045606445813,0.0,9.18,B,CHEMBL2429421,CHEMBL2424528,390.41,2.94,5.0,1.0,64.27,3.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cnc4nc(C5CC5)nn4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3805346,,N[C@H]1C[C@@H](N2Cc3cnc4nc(C5CC5)nn4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,1,1.7,1.7,1.7,8.769551078621726,8.769551078621726,8.769551078621726,0.0,8.77,B,CHEMBL3807661,CHEMBL3804801,428.46,3.4,6.0,1.0,72.34,3.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cnc4nnc(C5CC5)n4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL3806041,,N[C@H]1C[C@@H](N2Cc3cnc4nnc(C5CC5)n4c3C2)CC[C@@H]1c1cc(F)c(F)cc1F,1,0.24,0.24,0.24,9.619788758288394,9.619788758288394,9.619788758288394,0.0,9.62,B,CHEMBL3807661,CHEMBL3804801,428.46,3.4,6.0,1.0,72.34,3.0,0.0,0.0,High
N[C@H]1C[C@@H](N2Cc3cncnc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,CHEMBL233564,,N[C@H]1C[C@@H](N2Cc3cncnc3C2)CC[C@@H]1c1cc(F)c(F)cc1F,1,0.67,0.67,0.67,9.173925197299173,9.173925197299173,9.173925197299173,0.0,9.17,B,CHEMBL896429,CHEMBL1148885,348.37,2.87,4.0,1.0,55.04,2.0,0.0,0.0,High
