parent_smiles,molecule_chembl_id,pref_name,canonical_smiles_examples,n_records,IC50_nM_median,IC50_nM_min,IC50_nM_max,pIC50_median,pIC50_min,pIC50_max,pIC50_std,pchembl_median,assay_type,assay_chembl_id,document_chembl_id,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,pIC50_range,activity_class
CCOC(=O)Cn1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O,CHEMBL382674,,CCOC(=O)Cn1cc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)ccc1=O.O=C(O)C(F)(F)F,1,90.0,90.0,90.0,7.045757490560675,7.045757490560675,7.045757490560675,0.0,7.05,B,CHEMBL867703,CHEMBL1138985,429.49,2.08,6.0,1.0,94.63,7.0,0.0,0.0,High
CCOC(=O)N1CCN(C(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)CC1,CHEMBL1085597,,CCOC(=O)N1CCN(C(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)CC1,1,63.0,63.0,63.0,7.200659450546418,7.200659450546418,7.200659450546418,0.0,7.2,B,CHEMBL1119677,CHEMBL1158599,411.48,0.51,6.0,1.0,105.98,6.0,0.0,0.0,High
CCOC(=O)N1CCN(C(=O)CC[C@H](N)C(=O)N2CCC[C@H]2C#N)CC1,CHEMBL516080,,CCOC(=O)N1CCN(C(=O)CC[C@H](N)C(=O)N2CCC[C@H]2C#N)CC1.O=C(O)C(F)(F)F,1,31.0,31.0,31.0,7.508638306165727,7.508638306165727,7.508638306165727,0.0,7.51,B,CHEMBL1030770,CHEMBL1153357,365.43,-0.09,6.0,1.0,119.97,5.0,0.0,0.0,High
CCOC(=O)N1CCN(c2ccc3nnc(-c4cccc(C)c4)n3n2)CC1,CHEMBL4454091,,CCOC(=O)N1CCN(c2ccc3nnc(-c4cccc(C)c4)n3n2)CC1,1,0.75,0.75,0.75,9.1249387366083,9.1249387366083,9.1249387366083,0.0,9.12,B,CHEMBL4379983,CHEMBL4376848,366.43,2.38,7.0,0.0,75.86,3.0,0.0,0.0,High
CCOC(=O)Nc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cn(C)c(=O)c1F,CHEMBL438265,,CCOC(=O)Nc1c(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cn(C)c(=O)c1F.O=C(O)C(F)(F)F,1,120.0,120.0,120.0,6.920818753952375,6.920818753952375,6.920818753952375,0.0,6.92,B,CHEMBL867703,CHEMBL1138985,462.5,2.76,6.0,2.0,106.66,6.0,0.0,0.0,Moderate
CCOC(=O)Nc1cnc(CN)c2cc(OC)c(OC)cc12,CHEMBL553407,,CCOC(=O)Nc1cnc(CN)c2cc(OC)c(OC)cc12.Cl,1,2300.0,2300.0,2300.0,5.638272163982407,5.638272163982407,5.638272163982407,0.0,5.64,B,CHEMBL666616,CHEMBL1133230,305.33,2.28,6.0,2.0,95.7,5.0,0.0,0.0,Low
CCOC(=O)[C@@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,CHEMBL1683641,,CCOC(=O)[C@@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,1,25.0,25.0,25.0,7.6020599913279625,7.6020599913279625,7.6020599913279625,0.0,7.6,B,CHEMBL1686243,CHEMBL1681678,580.67,3.58,7.0,3.0,113.76,12.0,1.0,0.0,High
CCOC(=O)[C@@H](Nc1ccc(CNC(=O)[C@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,CHEMBL1683644,,CCOC(=O)[C@@H](Nc1ccc(CNC(=O)[C@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,1,309.0,309.0,309.0,6.510041520575165,6.510041520575165,6.510041520575165,0.0,6.51,B,CHEMBL1686243,CHEMBL1681678,580.67,3.58,7.0,3.0,113.76,12.0,1.0,0.0,Moderate
CCOC(=O)[C@@H](Oc1ccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,CHEMBL516747,,CCOC(=O)[C@@H](Oc1ccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C.Cl,1,2600.0,2600.0,2600.0,5.585026652029182,5.585026652029182,5.585026652029182,0.0,5.58,B,CHEMBL967900,CHEMBL1156717,548.56,3.56,7.0,2.0,123.32,11.0,1.0,0.0,Low
CCOC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL3357767,,CCOC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,1,70.0,70.0,70.0,7.154901959985743,7.154901959985743,7.154901959985743,0.0,7.16,B,CHEMBL3389736,CHEMBL3352397,412.45,3.09,4.0,1.0,72.63,6.0,0.0,0.0,High
CCOC(=O)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,CHEMBL1683507,,CCOC(=O)[C@H](Nc1ccc(CNC(=O)[C@@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C.Cl,1,17.0,17.0,17.0,7.769551078621726,7.769551078621726,7.769551078621726,0.0,7.77,B,CHEMBL1686243,CHEMBL1681678,580.67,3.58,7.0,3.0,113.76,12.0,1.0,0.0,High
CCOC(=O)[C@H](Nc1ccc(CNC(=O)[C@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,CHEMBL1683642,,CCOC(=O)[C@H](Nc1ccc(CNC(=O)[C@H]2SCCN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,1,175.0,175.0,175.0,6.756961951313706,6.756961951313706,6.756961951313706,0.0,6.76,B,CHEMBL1686243,CHEMBL1681678,580.67,3.58,7.0,3.0,113.76,12.0,1.0,0.0,Moderate
CCOC(=O)[C@H](Oc1ccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C,CHEMBL479536,,CCOC(=O)[C@H](Oc1ccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1)C(C)C.Cl,1,3600.0,3600.0,3600.0,5.443697499232712,5.443697499232712,5.443697499232712,0.0,5.44,B,CHEMBL967900,CHEMBL1156717,548.56,3.56,7.0,2.0,123.32,11.0,1.0,0.0,Low
CCOC(=O)c1c(C(C)C)cc(C(C)C)c(C(=O)OCC)c1-c1cc2ccc(-c3ccc4c(C)cccc4c3)cc2[nH]1,CHEMBL4632896,,CCOC(=O)c1c(C(C)C)cc(C(C)C)c(C(=O)OCC)c1-c1cc2ccc(-c3ccc4c(C)cccc4c3)cc2[nH]1,1,2.72,2.72,2.72,8.5654310959658,8.5654310959658,8.5654310959658,0.0,8.56,B,CHEMBL4623044,CHEMBL4622831,561.72,9.56,4.0,1.0,68.39,8.0,2.0,0.0,High
CCOC(=O)c1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1,CHEMBL363175,,CCOC(=O)c1ccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)cc1.O=C(O)C(F)(F)F,1,440.0,440.0,440.0,6.356547323513812,6.356547323513812,6.356547323513812,0.0,6.36,B,CHEMBL827816,CHEMBL1139555,398.48,3.53,4.0,1.0,72.63,6.0,0.0,0.0,Moderate
CCOC(=O)c1ccc(Cn2c(N3CCC[C@@H](N)C3)cc(=O)n3nccc23)cc1,CHEMBL4216792,,CCOC(=O)c1ccc(Cn2c(N3CCC[C@@H](N)C3)cc(=O)n3nccc23)cc1,1,10400.0,10400.0,10400.0,4.982966660701219,4.982966660701219,4.982966660701219,0.0,4.98,B,CHEMBL4187777,CHEMBL4184227,395.46,1.65,8.0,1.0,94.86,5.0,0.0,0.0,Low
CCOC(=O)c1ccc(N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,CHEMBL480154,,CCOC(=O)c1ccc(N2C[C@@H]3[C@H](C2)[C@H]3NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1,1,229.0,229.0,229.0,6.6401645176601125,6.6401645176601125,6.6401645176601125,0.0,6.64,B,CHEMBL988353,CHEMBL1155131,400.45,1.35,6.0,1.0,85.67,6.0,0.0,0.0,Moderate
CCOC(=O)c1ccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,CHEMBL460951,,CCOC(=O)c1ccc(NC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,1,770.0,770.0,770.0,6.113509274827518,6.113509274827518,6.113509274827518,0.0,6.11,B,CHEMBL967900,CHEMBL1156717,476.46,2.77,6.0,2.0,114.09,8.0,0.0,0.0,Moderate
CCOC(=O)c1ccc(OC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1,CHEMBL460949,,CCOC(=O)c1ccc(OC(=O)C2CC=NN2C(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)cc1.Cl,1,1600.0,1600.0,1600.0,5.795880017344075,5.795880017344075,5.795880017344075,0.0,5.8,B,CHEMBL967900,CHEMBL1156717,477.44,2.73,7.0,1.0,111.29,8.0,0.0,0.0,Low
CCOC(=O)c1cccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)c1,CHEMBL192425,,CCOC(=O)c1cccc(-c2ccc([C@H](C)[C@H](N)C(=O)N3CC[C@H](F)C3)cc2)c1.O=C(O)C(F)(F)F,1,75.0,75.0,75.0,7.1249387366083,7.1249387366083,7.1249387366083,0.0,7.12,B,CHEMBL827816,CHEMBL1139555,398.48,3.53,4.0,1.0,72.63,6.0,0.0,0.0,High
CCOC(=O)c1cnc(CN)c2c(OC)c(OC)c(OC)cc12,CHEMBL539243,,CCOC(=O)c1cnc(CN)c2c(OC)c(OC)c(OC)cc12.Cl,1,1100.0,1100.0,1100.0,5.958607314841775,5.958607314841775,5.958607314841775,0.0,5.96,B,CHEMBL666616,CHEMBL1133230,320.35,1.9,7.0,1.0,92.9,6.0,0.0,0.0,Low
CCOC(=O)c1cnc(CN)c2c(OC)cc(OC)cc12,CHEMBL186406;CHEMBL555560,,CCOC(=O)c1cnc(CN)c2c(OC)cc(OC)cc12;CCOC(=O)c1cnc(CN)c2c(OC)cc(OC)cc12.Cl,2,320.0,320.0,320.0,6.494850021680094,6.494850021680094,6.494850021680094,0.0,6.5,B,CHEMBL666616;CHEMBL827834,CHEMBL1133230;CHEMBL1138669,290.32,1.89,6.0,1.0,83.67,5.0,0.0,0.0,Moderate
CCOC(=O)c1cnc(CN)c2c(OC)ccc(OC)c12,CHEMBL544950,,CCOC(=O)c1cnc(CN)c2c(OC)ccc(OC)c12.Cl,1,2400.0,2400.0,2400.0,5.619788758288394,5.619788758288394,5.619788758288394,0.0,5.62,B,CHEMBL666616,CHEMBL1133230,290.32,1.89,6.0,1.0,83.67,5.0,0.0,0.0,Low
CCOC(=O)c1cnc(CN)c2cc(O)c(OC)cc12,CHEMBL544478,,CCOC(=O)c1cnc(CN)c2cc(O)c(OC)cc12.Cl,1,14000.0,14000.0,14000.0,4.853871964321762,4.853871964321762,4.853871964321762,0.0,4.85,B,CHEMBL666616,CHEMBL1133230,276.29,1.58,6.0,2.0,94.67,4.0,0.0,0.0,Low
CCOC(=O)c1cnc(CN)c2cc(OC)c(OC)c(OC)c12,CHEMBL539500,,CCOC(=O)c1cnc(CN)c2cc(OC)c(OC)c(OC)c12.Cl,1,18000.0,18000.0,18000.0,4.7447274948966935,4.7447274948966935,4.7447274948966935,0.0,4.75,B,CHEMBL666616,CHEMBL1133230,320.35,1.9,7.0,1.0,92.9,6.0,0.0,0.0,Low
CCOC(=O)c1cnc(CN)c2cc(OC)c(OC)cc12,CHEMBL544475,,CCOC(=O)c1cnc(CN)c2cc(OC)c(OC)cc12.Cl,1,3400.0,3400.0,3400.0,5.468521082957745,5.468521082957745,5.468521082957745,0.0,5.47,B,CHEMBL666616,CHEMBL1133230,290.32,1.89,6.0,1.0,83.67,5.0,0.0,0.0,Low
CCOC(=O)c1cnc(CN)c2cc(OC)c(OCC)cc12,CHEMBL544717,,CCOC(=O)c1cnc(CN)c2cc(OC)c(OCC)cc12.Cl,1,4700.0,4700.0,4700.0,5.327902142064282,5.327902142064282,5.327902142064282,0.0,5.33,B,CHEMBL666616,CHEMBL1133230,304.35,2.28,6.0,1.0,83.67,6.0,0.0,0.0,Low
CCOC(=O)c1cnc(CN)c2cc(OCC)c(OC)cc12,CHEMBL554683,,CCOC(=O)c1cnc(CN)c2cc(OCC)c(OC)cc12.Cl,1,6700.0,6700.0,6700.0,5.173925197299173,5.173925197299173,5.173925197299173,0.0,5.17,B,CHEMBL666616,CHEMBL1133230,304.35,2.28,6.0,1.0,83.67,6.0,0.0,0.0,Low
CCOC(=O)c1cncc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)c1,CHEMBL1683137,,CCOC(=O)c1cncc(N2CCC([C@H](N)Cc3cc(F)ccc3F)CC2)c1,1,82.0,82.0,82.0,7.086186147616283,7.086186147616283,7.086186147616283,0.0,7.09,B,CHEMBL1687449,CHEMBL1681733,389.45,3.32,5.0,1.0,68.45,6.0,0.0,0.0,High
CCOC(=O)c1cnn2c(=O)c(C(=O)NC(C)(C)C)n[nH]c12,CHEMBL5285907,,CCOC(=O)c1cnn2c(=O)c(C(=O)NC(C)(C)C)n[nH]c12.[NaH],1,48130.0,48130.0,48130.0,4.317584138322641,4.317584138322641,4.317584138322641,0.0,4.32,B,CHEMBL5242043,CHEMBL5241085,307.31,0.12,7.0,2.0,118.45,3.0,0.0,0.0,Low
CCOC(=O)c1n[nH]c2c(C(=O)OCC)cnn2c1=O,CHEMBL5280972,,CCOC(=O)c1n[nH]c2c(C(=O)OCC)cnn2c1=O.[NaH],1,53960.0,53960.0,53960.0,4.267928059000133,4.267928059000133,4.267928059000133,0.0,4.27,B,CHEMBL5242043,CHEMBL5241085,280.24,-0.23,8.0,1.0,115.65,4.0,0.0,0.0,Low
CCOC(=O)c1nc2c(n1C)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2,CHEMBL4634272,,CCOC(=O)c1nc2c(n1C)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2,1,20.6,20.6,20.6,7.686132779630847,7.686132779630847,7.686132779630847,0.0,7.69,B,CHEMBL4616383,CHEMBL4613324,474.43,2.98,7.0,1.0,82.61,4.0,0.0,0.0,High
CCOC(=O)c1nnc2n1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2,CHEMBL233686,,CCOC(=O)c1nnc2n1CCN(C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F)C2,1,219.0,219.0,219.0,6.6595558851598815,6.6595558851598815,6.6595558851598815,0.0,6.66,B,CHEMBL893277,CHEMBL1148001,411.38,1.17,7.0,1.0,103.34,6.0,0.0,0.0,Moderate
CCOC(=O)c1nnc2n1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,CHEMBL389600,,CCOC(=O)c1nnc2n1CCN(C(=O)C[C@H](N)Cc1cc(F)ccc1F)C2,1,190.0,190.0,190.0,6.721246399047171,6.721246399047171,6.721246399047171,0.0,6.72,B,CHEMBL893277,CHEMBL1148001,393.39,1.04,7.0,1.0,103.34,6.0,0.0,0.0,Moderate
CCOCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,CHEMBL209191,,CCOCC1(NCC(=O)N2[C@H](C#N)CC[C@@H]2C#N)CCCC1,1,64.0,64.0,64.0,7.1938200260161125,7.1938200260161125,7.1938200260161125,0.0,7.19,B,CHEMBL867558,CHEMBL1147795,304.39,1.33,5.0,1.0,89.15,6.0,0.0,0.0,High
CCOCCCn1c(=O)n(C)c(=O)c2c1cc(N1CCC[C@@](C)(N)C1)n2Cc1cc(F)ccc1Cl,CHEMBL1287845,,CCOCCCn1c(=O)n(C)c(=O)c2c1cc(N1CCC[C@@](C)(N)C1)n2Cc1cc(F)ccc1Cl.Cl,1,122.0,122.0,122.0,6.913640169325252,6.913640169325252,6.913640169325252,0.0,6.91,B,CHEMBL1291739,CHEMBL1287796,506.02,3.09,8.0,1.0,87.42,8.0,1.0,0.0,Moderate
CCOC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,CHEMBL1779707,,CCOC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,1,4.3,4.3,4.3,8.366531544420413,8.366531544420413,8.366531544420413,0.0,8.37,B,CHEMBL1780909,CHEMBL1777686,373.38,0.73,4.0,2.0,84.66,7.0,0.0,0.0,High
CCOCc1ccc(-c2ccc(-c3cccs3)s2)s1,CHEMBL3343903,,CCOCc1ccc(-c2ccc(-c3cccs3)s2)s1,1,510.0,510.0,510.0,6.292429823902063,6.292429823902063,6.292429823902063,0.0,6.29,B,CHEMBL3382310,CHEMBL3351808,306.48,5.74,4.0,0.0,9.23,5.0,1.0,0.0,Moderate
CCO[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,CHEMBL1082654,,CCO[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,1,59.0,59.0,59.0,7.229147988357855,7.229147988357855,7.229147988357855,0.0,7.23,B,CHEMBL1120123,CHEMBL1158615,305.42,1.68,4.0,1.0,65.36,5.0,0.0,0.0,High
CCOc1cc(O)cc(OCC)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,CHEMBL244009,,CCOc1cc(O)cc(OCC)c1[C@@H]1CN[C@H](C(=O)N2CCC[C@H]2C#N)C1,1,22.0,22.0,22.0,7.657577319177793,7.657577319177793,7.657577319177793,0.0,7.66,B,CHEMBL892394,CHEMBL1147184,373.45,2.15,6.0,2.0,94.82,6.0,0.0,0.0,High
CCOc1ccc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)cc1,CHEMBL5408749,,CCOc1ccc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)cc1,1,34950.0,34950.0,34950.0,4.4565528199183,4.4565528199183,4.4565528199183,0.0,4.46,B,CHEMBL5363528,CHEMBL5360591,377.23,4.46,4.0,1.0,55.76,6.0,0.0,0.0,Low
CCOc1ccc(C(=O)/C=C/c2cc(Cl)c(O)cc2OC)cc1,CHEMBL5405870,,CCOc1ccc(C(=O)/C=C/c2cc(Cl)c(O)cc2OC)cc1,1,21170.0,21170.0,21170.0,4.674279141980588,4.674279141980588,4.674279141980588,0.0,4.67,B,CHEMBL5363528,CHEMBL5360591,332.78,4.35,4.0,1.0,55.76,6.0,0.0,0.0,Low
CCOc1cccc(-c2nnc3n2[C@@H]2CCN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)C[C@@H]2CC3)n1,CHEMBL4093298,,CCOc1cccc(-c2nnc3n2[C@@H]2CCN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)C[C@@H]2CC3)n1.Cl,1,139.0,139.0,139.0,6.856985199745905,6.856985199745905,6.856985199745905,0.0,6.86,B,CHEMBL4053403,CHEMBL4052600,514.55,3.45,7.0,1.0,99.16,7.0,1.0,0.0,Moderate
CCOc1cccc([C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)c1,CHEMBL462839,,CCOc1cccc([C@H]2C[C@@H]2NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)c1,1,17.0,17.0,17.0,7.769551078621726,7.769551078621726,7.769551078621726,0.0,7.77,B,CHEMBL1011679,CHEMBL1152812,430.52,2.28,5.0,2.0,94.46,9.0,0.0,0.0,High
CCS(=O)(=O)Nc1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3734828,,CCS(=O)(=O)Nc1n[nH]c2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,1,1.1,1.1,1.1,8.958607314841775,8.958607314841775,8.958607314841775,0.0,8.96,B,CHEMBL3737789,CHEMBL3734760,427.48,1.62,6.0,3.0,113.34,5.0,0.0,0.0,High
CCS(=O)(=O)c1ccc(-c2noc(C(C)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1,CHEMBL429757,,CCS(=O)(=O)c1ccc(-c2noc(C(C)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1.O=C(O)C(F)(F)F,1,50.0,50.0,50.0,7.301029995663981,7.301029995663981,7.301029995663981,0.0,7.3,B,CHEMBL933456,CHEMBL1143883,427.93,4.41,6.0,1.0,99.08,6.0,0.0,0.0,High
CCS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1,CHEMBL560192,,CCS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1.O=C(O)C(F)(F)F,1,8.0,8.0,8.0,8.096910013008056,8.096910013008056,8.096910013008056,0.0,8.1,B,CHEMBL1054090,CHEMBL1153045,409.43,2.91,5.0,1.0,77.98,3.0,0.0,0.0,High
CCS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2,CHEMBL4649110,,CCS(=O)(=O)n1cc2c(n1)CN([C@@H]1C[C@H](N)[C@@H](c3cc(F)ccc3F)O[C@@H]1C(F)(F)F)C2,1,60.0,60.0,60.0,7.221848749616356,7.221848749616356,7.221848749616356,0.0,7.22,B,CHEMBL4616383,CHEMBL4613324,480.46,2.46,7.0,1.0,90.45,4.0,0.0,0.0,High
CCS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL3735281,,CCS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,1,1.8,1.8,1.8,8.744727494896694,8.744727494896694,8.744727494896694,0.0,8.74,B,CHEMBL3737789,CHEMBL3734760,412.46,1.53,7.0,1.0,90.45,4.0,0.0,0.0,High
CCS(=O)(=O)n1ncc2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,CHEMBL5273218,,CCS(=O)(=O)n1ncc2c1CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,1,0.7,0.7,0.7,9.154901959985743,9.154901959985743,9.154901959985743,0.0,9.15,B,CHEMBL5247172,CHEMBL5244277,412.46,1.53,7.0,1.0,90.45,4.0,0.0,0.0,High
CC[C@@H](C)C(N)C(=O)N1Cc2ccc(F)cc2C1,CHEMBL6014809,,CC[C@@H](C)C(N)C(=O)N1Cc2ccc(F)cc2C1,1,7900.0,7900.0,7900.0,5.102372908709558,5.102372908709558,5.102372908709558,0.0,5.1,B,CHEMBL5738962,CHEMBL5729553,250.32,2.04,2.0,1.0,46.33,3.0,0.0,0.0,Low
CC[C@@H](C)[C@H](N)C(=O)N1CC(F)(F)C[C@H]1C#N,CHEMBL3632867,,CC[C@@H](C)[C@H](N)C(=O)N1CC(F)(F)C[C@H]1C#N,1,0.8,0.8,0.8,9.096910013008056,9.096910013008056,9.096910013008056,0.0,9.1,B,CHEMBL3635485,CHEMBL3632481,245.27,1.12,3.0,1.0,70.12,3.0,0.0,0.0,High
CC[C@@H](C)[C@H](N)C(=O)N1CCC(C)C1,CHEMBL3798777,,CC[C@@H](C)[C@H](N)C(=O)N1CCC(C)C1.O=C(O)C(F)(F)F,1,16200.0,16200.0,16200.0,4.790484985457369,4.790484985457369,4.790484985457369,0.0,4.79,B,CHEMBL3802984,CHEMBL3797179,198.31,1.23,2.0,1.0,46.33,3.0,0.0,0.0,Low
CC[C@@H](C)[C@H](N)C(=O)N1CCCC1,CHEMBL453573,,CC[C@@H](C)[C@H](N)C(=O)N1CCCC1,1,3900.0,3900.0,3900.0,5.4089353929735005,5.4089353929735005,5.4089353929735005,0.0,5.41,B,CHEMBL938686,CHEMBL1154997,184.28,0.98,2.0,1.0,46.33,3.0,0.0,0.0,Low
CC[C@@H](C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,CHEMBL5824868,,CC[C@@H](C)[C@H](N)C(=O)N1CCC[C@H]1B(O)O,1,2000.0,2000.0,2000.0,5.698970004336019,5.698970004336019,5.698970004336019,0.0,5.7,B,CHEMBL5737203,CHEMBL5728672,228.1,,,,,,,0.0,Low
CC[C@@H](C)[C@H](N)C(=O)N1CCC[C@H]1C#N,CHEMBL3632864,,CC[C@@H](C)[C@H](N)C(=O)N1CCC[C@H]1C#N,1,1.5,1.5,1.5,8.823908740944319,8.823908740944319,8.823908740944319,0.0,8.82,B,CHEMBL3635485,CHEMBL3632481,209.29,0.87,3.0,1.0,70.12,3.0,0.0,0.0,High
CC[C@@H](C)[C@H](N)C(=O)N1CCSC1,CHEMBL191775,,CC[C@@H](C)[C@H](N)C(=O)N1CCSC1,1,460.0,460.0,460.0,6.337242168318426,6.337242168318426,6.337242168318426,0.0,6.34,B,CHEMBL827816,CHEMBL1139555,202.32,0.89,3.0,1.0,46.33,3.0,0.0,0.0,Moderate
CC[C@@H](C)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N,CHEMBL3632865,,CC[C@@H](C)[C@H](N)C(=O)N1C[C@@H](F)C[C@H]1C#N,1,0.6,0.6,0.6,9.221848749616356,9.221848749616356,9.221848749616356,0.0,9.22,B,CHEMBL3635485,CHEMBL3632481,227.28,0.82,3.0,1.0,70.12,3.0,0.0,0.0,High
CC[C@@H](C)[C@H](N)C(=O)N1C[C@@H](N=[N+]=[N-])C[C@H]1C#N,CHEMBL471547,,CC[C@@H](C)[C@H](N)C(=O)N1C[C@@H](N=[N+]=[N-])C[C@H]1C#N,1,290.0,290.0,290.0,6.537602002101044,6.537602002101044,6.537602002101044,0.0,6.54,B,CHEMBL938686,CHEMBL1154997,250.31,1.16,4.0,1.0,118.88,4.0,0.0,0.0,Moderate
CC[C@@H](C)[C@H](N)C(=O)N1C[C@H](F)C[C@H]1C#N,CHEMBL3632866,,CC[C@@H](C)[C@H](N)C(=O)N1C[C@H](F)C[C@H]1C#N,1,290.0,290.0,290.0,6.537602002101044,6.537602002101044,6.537602002101044,0.0,6.54,B,CHEMBL3635485,CHEMBL3632481,227.28,0.82,3.0,1.0,70.12,3.0,0.0,0.0,Moderate
CC[C@@H](C)[C@H](N)C(=O)N1C[C@H](N=[N+]=[N-])C[C@H]1C#N,CHEMBL511659,,CC[C@@H](C)[C@H](N)C(=O)N1C[C@H](N=[N+]=[N-])C[C@H]1C#N,1,52000.0,52000.0,52000.0,4.2839966563652006,4.2839966563652006,4.2839966563652006,0.0,4.28,B,CHEMBL938686,CHEMBL1154997,250.31,1.16,4.0,1.0,118.88,4.0,0.0,0.0,Low
