Final_Model,Real_CV_R2,Real_CV_MAE,Real_CV_RMSE,Randomized_CV_R2_mean,Randomized_CV_R2_std,Randomized_CV_R2_max,Randomized_CV_R2_min,N_randomizations
Tuned Random Forest,0.6446002282949065,0.514986817238146,0.7207700193327881,-0.13099982010081063,0.017434459383837028,-0.0927149487069698,-0.167863430834064,20
